id,type,attack_id,attack_name,attack_description
attack-pattern--4e6620ac-c30c-4f6d-918e-fa20cae7c1ce,['mobile-attack'],"['T1432', 'APP-13']",Access Contact List,an adversary could call standard operating system apis from a malicious application to gather contact list  i_e_  address book  data  or with escalated privileges could directly access files containing contact list data 
attack-pattern--4f14e30b-8b57-4a7b-9093-2c0778ea99cf,['mobile-attack'],"['T1645', 'APP-27']",Compromise Client Software Binary,adversaries may modify system software binaries to establish persistent access to devices  system software binaries are used by the underlying operating system and users over adb or terminal emulators    adversaries may make modifications to client software binaries to carry out malicious tasks when those binaries are executed  for example  malware may come with a pre compiled malicious binary intended to overwrite the genuine one on the device  since these binaries may be routinely executed by the system or user  the adversary can leverage this for persistent access to the device 
attack-pattern--51636761-2e35-44bf-9e56-e337adf97174,['mobile-attack'],['T1406.002'],Software Packing,adversaries may perform software packing to conceal their code  software packing is a method of compressing or encrypting an executable  packing an executable changes the file signature in an attempt to avoid signature based detection  most decompression techniques decompress the executable code in memory    utilities used to perform software packing are called packers  an example packer is ftt  a more comprehensive list of known packers is available  but adversaries may create their own packing techniques that do not leave the same artifacts as well known packers to evade defenses 
attack-pattern--51aedbd6-2837-4d15-aeb0-cb09f2bf22ac,pre-attack,['T1445'],Abuse of iOS Enterprise App Signing Key,
attack-pattern--52651225-0b3a-482d-aa7e-10618fd063b5,['mobile-attack'],"['T1450', 'CEL-38']",Exploit SS7 to Track Device Location,an adversary could exploit signaling system vulnerabilities to track the location of mobile devices 
attack-pattern--52eff1c7-dd30-4121-b762-24ae6fa61bbb,['mobile-attack'],['T1575'],Native API,adversaries may use android s native development kit  ndk  to write native functions that can achieve execution of binaries or functions  like system calls on a traditional desktop operating system  native code achieves execution on a lower level than normal android sdk calls_  the ndk allows developers to write native code in c or c   that is compiled directly to machine code  avoiding all intermediate languages and steps in compilation that higher level languages  like java  typically have  the java native interface  jni  is the component that allows java functions in the android app to call functions in a native library_ citation  google ndk getting started   adversaries may also choose to use native functions to execute malicious code since native actions are typically much more difficult to analyze than standard  non native behaviors_ citation  mitre app vetting effectiveness 
attack-pattern--53263a67-075e-48fa-974b-91c5b5445db7,['mobile-attack'],"['T1476', 'AUT-9', 'ECO-13', 'ECO-21']",Deliver Malicious App via Other Means,malicious applications are a common attack vector used by adversaries to gain a presence on mobile devices  this technique describes installing a malicious application on targeted mobile devices without involving an authorized app store  e_g_  google play store or apple app store   adversaries may wish to avoid placing malicious applications in an authorized app store due to increased potential risk of detection or other reasons  however  mobile devices often are configured to allow application installation only from an authorized app store which would prevent this technique from working_  delivery methods for the malicious application include      spearphishing    including the mobile app package as an attachment to an email message_    spearphishing    including a link to the mobile app package within an email  text message  e_g  sms  imessage  hangouts  whatsapp  etc_   web site  qr code  or other means_   third party app store   installed from a third party app store  as opposed to an authorized app store that the device implicitly trusts as part of its default behavior   which may not apply the same level of scrutiny to apps as applied by an authorized app store_  some android malware comes with functionality to install additional applications  either automatically or when the adversary instructs it to 
attack-pattern--537ea573-8a1c-468c-956b-d16d2ed9d067,['mobile-attack'],"['T1469', 'ECO-5', 'EMM-7']",Remotely Wipe Data Without Authorization,an adversary who is able to obtain unauthorized access to or misuse authorized access to cloud services  e_g  google's android device manager or apple icloud's find my iphone  or to an emm console could use that access to wipe enrolled devices  
attack-pattern--5ca3c7ec-55b2-4587-9376-cf6c96f8047a,['mobile-attack'],['T1604'],Proxy Through Victim,adversaries may use a compromised device as a proxy server to the internet  by utilizing a proxy  adversaries hide the true ip address of their c  server and associated infrastructure from the destination of the network traffic  this masquerades an adversary s traffic as legitimate traffic originating from the compromised device  which can evade ip based restrictions and alerts on certain services  such as bank accounts and social media websites_ citation  threat fabric exobot   the most common type of proxy is a socks proxy  it can typically be implemented using standard os level apis and  rd party libraries with no indication to the user  on android  adversaries can use the  proxy  api to programmatically establish a socks proxy connection  or lower level apis to interact directly with raw sockets 
attack-pattern--60623164-ccd8-4508-a141-b5a34820b3de,['mobile-attack'],['T1520'],Domain Generation Algorithms,adversaries may use  domain generation   dgas  to procedurally generate domain names for command and control communication  and other uses such as malicious application distribution_ citation  securelist rotexy        dgas increase the difficulty for defenders to block  track  or take over the command and control channel  as there potentially could be thousands of domains that malware can check for instructions 
attack-pattern--62adb627-f647-498e-b4cc-41499361bacb,['mobile-attack'],"['T1435', 'APP-13']",Access Calendar Entries,an adversary could call standard operating system apis from a malicious application to gather calendar entry data  or with escalated privileges could directly access files containing calendar data 
attack-pattern--633baf01-6de4-4963-bb54-ff6c6357bed3,['mobile-attack'],"['T1465', 'LPN-0']",Rogue Wi-Fi Access Points,an adversary could set up unauthorized wi fi access points or compromise existing access points and  if the device connects to them  carry out network based attacks such as eavesdropping on or modifying network communication 
attack-pattern--648f8051-1a35-46d3-b1d8-3a3f5cf2cc8e,['mobile-attack'],"['T1541', 'APP-19']",Foreground Persistence,adversaries may abuse android's  startforeground    api method to maintain continuous sensor access  beginning in android    idle applications running in the background no longer have access to device sensors  such as the camera  microphone  and gyroscope  applications can retain sensor access by running in the foreground  using android s  startforeground    api method  this informs the system that the user is actively interacting with the application  and it should not be killed  the only requirement to start a foreground service is showing a persistent notification to the user_  malicious applications may abuse the  startforeground    api method to continue running in the foreground  while presenting a notification to the user pretending to be a genuine application  this would allow unhindered access to the device s sensors  assuming permission has been previously granted_ citation  blackhat sutter android foreground        malicious applications may also abuse the  startforeground    api to inform the android system that the user is actively interacting with the application  thus preventing it from being killed by the low memory killer_ citation  trendmicro yellow camera 
attack-pattern--667e5707-3843-4da8-bd34-88b922526f0d,['mobile-attack'],"['T1458', 'PHY-1', 'PHY-2', 'STA-6']",Replication Through Removable Media,adversaries may move onto devices by exploiting or copying malware to devices connected via usb  in the case of lateral movement  adversaries may utilize the physical connection of a device to a compromised or malicious charging station or pc to bypass application store requirements and install malicious applications directly  in the case of initial access  adversaries may attempt to exploit the device via the connection to gain access to data stored on the device  examples of this include       exploiting insecure bootloaders in a nexus   or  p device over usb and gaining the ability to perform actions including intercepting phone calls  intercepting network traffic  and obtaining the device physical location     exploiting weakly enforced security boundaries in android devices such as the google pixel   over usb     products from cellebrite and grayshift purportedly that can exploit some ios devices using physical access to the data port to unlock the passcode 
attack-pattern--6683aa0c-d98a-4f5b-ac57-ca7e9934a760,['mobile-attack'],"['T1429', 'APP-19']",Audio Capture,adversaries may capture audio to collect information by leveraging standard operating system apis of a mobile device  examples of audio information adversaries may target include user conversations  surroundings  phone calls  or other sensitive information       android and ios  by default  require that applications request device microphone access from the user        on android devices  applications must hold the  record_audio  permission to access the microphone or the  capture_audio_output  permission to access audio output  because android does not allow third party applications to hold the  capture_audio_output  permission by default  only privileged applications  such as those distributed by google or the device vendor  can access audio output_ citation  android permissions  however  adversaries may be able to gain this access after successfully elevating their privileges  with the  capture_audio_output  permission  adversaries may pass the  mediarecorder_audiosource_voice_call  constant to  mediarecorder_setaudiooutput   allowing capture of both voice call uplink and downlink       on ios devices  applications must include the  nsmicrophoneusagedescription  key in their  info_plist  file to access the microphone_ citation  requesting auth media capture 
attack-pattern--670a4d75-103b-4b14-8a9e-4652fa795edd,['mobile-attack'],"['T1625', 'APP-27']",Hijack Execution Flow,adversaries may execute their own malicious payloads by hijacking the way operating systems run applications  hijacking execution flow can be for the purposes of persistence since this hijacked execution may reoccur over time    there are many ways an adversary may hijack the flow of execution  a primary way is by manipulating how the operating system locates programs to be executed  how the operating system locates libraries to be used by a program can also be intercepted  locations where the operating system looks for programs or resources  such as file directories  could also be poisoned to include malicious payloads 
attack-pattern--693cdbff-ea73-49c6-ac3f-91e7285c31d1,['mobile-attack'],['T1623.001'],Unix Shell,adversaries may abuse unix shell commands and scripts for execution  unix shells are the underlying command prompts on android and ios devices  unix shells can control every aspect of a system  with certain commands requiring elevated privileges that are only accessible if the device has been rooted or jailbroken    unix shells also support scripts that enable sequential execution of commands as well as other typical programming operations such as conditionals and loops  common uses of shell scripts include long or repetitive tasks  or the need to run the same set of commands on multiple systems    adversaries may abuse unix shells to execute various commands or payloads  interactive shells may be accessed through command and control channels or during lateral movement such as with ssh  adversaries may also leverage shell scripts to deliver and execute multiple commands on victims or as part of payloads used for persistence    if the device has been rooted or jailbroken  adversaries may locate and invoke a superuser binary to elevate their privileges and interact with the system as the root user  this dangerous level of permissions allows the adversary to run special commands and modify protected system files 
attack-pattern--6a3f6490-9c44-40de-b059-e5940f246673,['mobile-attack'],"['T1437', 'APP-29']",Application Layer Protocol,adversaries may communicate using application layer protocols to avoid detection network filtering by blending in with existing traffic  commands to the mobile device  and often the results of those commands  will be embedded within the protocol traffic between the mobile device and server    adversaries may utilize many different protocols  including those used for web browsing  transferring files  electronic mail  or dns 
attack-pattern--6b846ad0-cc20-4db6-aa34-91561397c5e2,pre-attack,['T1431'],App Delivered via Web Download,
attack-pattern--6c49d50f-494d-4150-b774-a655022d20a6,['mobile-attack'],"['T1407', 'APP-20']",Download New Code at Runtime,adversaries may download and execute dynamic code not included in the original application package after installation  this technique is primarily used to evade static analysis checks and pre publication scans in official app stores  in some cases  more advanced dynamic or behavioral analysis techniques could detect this behavior  however  in conjunction with  execution  techniques  detecting malicious code downloaded after installation could be difficult_  on android  dynamic code could include native code  dalvik code  or javascript code that utilizes android webview s  javascriptinterface  capability    on ios  dynamic code could be downloaded and executed through  rd party libraries such as jspatch 
attack-pattern--6f86d346-f092-4abc-80df-8558a90c426a,['mobile-attack'],"['T1468', 'ECO-5', 'EMM-7']",Remotely Track Device Without Authorization,an adversary who is able to obtain unauthorized access to or misuse authorized access to cloud services  e_g  google's android device manager or apple icloud's find my iphone  or to an enterprise mobility management  emm    mobile device management  mdm  server console could use that access to track mobile devices 
attack-pattern--6ffad4be-bfe0-424f-abde-4d9a84a800ad,['mobile-attack'],['T1633.001'],System Checks,adversaries may employ various system checks to detect and avoid virtualization and analysis environments  this may include changing behavior after checking for the presence of artifacts indicative of a virtual environment or sandbox  if the adversary detects a virtual environment  they may alter their malware s behavior to disengage from the victim or conceal the core functions of the implant  they may also search for virtualization artifacts before dropping secondary or additional payloads    checks could include generic system properties such as host domain name and samples of network traffic  adversaries may also check the network adapters addresses  cpu core count  and available memory drive size    hardware checks  such as the presence of motion sensors  could also be used to gather evidence that can be indicative a virtual environment  adversaries may also query for specific readings from these devices 
attack-pattern--702055ac-4e54-4ae9-9527-e23a38e0b160,['mobile-attack'],"['T1409', 'AUT-0']",Stored Application Data,adversaries may try to access and collect application data resident on the device  adversaries often target popular applications  such as facebook  wechat  and gmail_ citation  swb exodus march            due to mobile os sandboxing  this technique is only possible in three scenarios         an application stores files in unprotected external storage    an application stores files in its internal storage directory with insecure permissions  e_g          the adversary gains root permissions on the device
attack-pattern--73c26732-6422-4081-8b63-6d0ae93d449e,['mobile-attack'],"['T1513', 'APP-40']",Screen Capture,adversaries may use screen capture to collect additional information about a target device  such as applications running in the foreground  user data  credentials  or other sensitive information  applications running in the background can capture screenshots or videos of another application running in the foreground by using the android  mediaprojectionmanager   generally requires the device user to grant consent _ citation  fortinet screencap july       citation  android screencap        background applications can also use android accessibility services to capture screen contents being displayed by a foreground application  an adversary with root access or android debug bridge  adb  access could call the android  screencap  or  screenrecord  commands_ citation  android screencap        citation  trend micro screencap july      
attack-pattern--74e6003f-c7f4-4047-983b-708cc19b96b6,['mobile-attack'],['T1641.001'],Transmitted Data Manipulation,adversaries may alter data en route to storage or other systems in order to manipulate external outcomes or hide activity  by manipulating transmitted data  adversaries may attempt to affect a business process  organizational understanding  or decision making_  manipulation may be possible over a network connection or between system processes where there is an opportunity to deploy a tool that will intercept and change information  the type of modification and the impact it will have depends on the target transmission mechanism as well as the goals and objectives of the adversary  for complex systems  an adversary would likely need special expertise and possibly access to specialized software related to the system  typically gained through a prolonged information gathering campaign  in order to have the desired impact_  one method to achieve  transmitted data  is by modifying the contents of the device clipboard  malicious applications may monitor clipboard activity through the  clipboardmanager_onprimaryclipchangedlistener  interface on android to determine when clipboard contents have changed  listening to clipboard activity  reading clipboard contents  and modifying clipboard contents requires no explicit application permissions and can be performed by applications running in the background  however  this behavior has changed with the release of android   _  adversaries may use  transmitted data  to replace text prior to being pasted  for example  replacing a copied bitcoin wallet address with a wallet address that is under adversarial control_   transmitted data  was seen within the android clipper_c trojan  this sample was detected by eset in an application distributed through the google play store targeting cryptocurrency wallet numbers_ citation  eset clipboard modification february      
attack-pattern--76c12fc8-a4eb-45d6-a3b7-e371a7248f69,['mobile-attack'],['T1452'],Manipulate App Store Rankings or Ratings,an adversary could use access to a compromised device's credentials to attempt to manipulate app store rankings or ratings by triggering application downloads or posting fake reviews of applications  this technique likely requires privileged access  a rooted or jailbroken device  
attack-pattern--77e30eee-fd48-40b4-99ec-73e97c158b58,['mobile-attack'],['T1416'],URI Hijacking,adversaries may register uniform resource identifiers  uris  to intercept sensitive data_  applications regularly register uris with the operating system to act as a response handler for various actions  such as logging into an app using an external account via single sign on  this allows redirections to that specific uri to be intercepted by the application  if a malicious application were to register for a uri that was already in use by a genuine application  the malicious application may be able to intercept data intended for the genuine application or perform a phishing attack against the genuine application  intercepted data may include oauth authorization codes or tokens that could be used by the malicious application to gain access to resources_ citation  trend micro ios url hijacking 
attack-pattern--7827ced0-95e7-4d05-bdcf-0d8f2d37a3d3,['mobile-attack'],"['T1474.001', 'APP-6', 'SPC-0', 'SPC-3', 'SPC-9', 'SPC-10', 'SPC-15']",Compromise Software Dependencies and Development Tools,adversaries may manipulate products or product delivery mechanisms prior to receipt by a final consumer for the purpose of data or system compromise  applications often depend on external software to function properly  popular open source projects that are used as dependencies in many applications may be targeted as a means to add malicious code to users of the dependency 
attack-pattern--786f488c-cb1f-4602-89c5-86d982ee326b,['mobile-attack'],['T1523'],Evade Analysis Environment,malicious applications may attempt to detect their operating environment prior to fully executing their payloads  these checks are often used to ensure the application is not running within an analysis environment such as a sandbox used for application vetting  security research  or reverse engineering   adversaries may use many different checks such as physical sensors  location  and system properties to fingerprint emulators and sandbox environments_ citation  talos gustuff apr       citation  threatfabric cerberus  citation  cyberscoop evade analysis january       adversaries may access  android_os_systemproperties  via java reflection to obtain specific system information_ citation  github anti emulator  standard values such as phone number  imei  imsi  device ids  and device drivers may be checked against default signatures of common sandboxes_ citation  sophos anti emulation 
attack-pattern--789ef15a-34d9-4b32-a779-8cbbc9eb32f5,['mobile-attack'],['T1635.001'],URI Hijacking,adversaries may register uniform resource identifiers  uris  to intercept sensitive data    applications regularly register uris with the operating system to act as a response handler for various actions  such as logging into an app using an external account via single sign on  this allows redirections to that specific uri to be intercepted by the application  if an adversary were to register for a uri that was already in use by a genuine application  the adversary may be able to intercept data intended for the genuine application or perform a phishing attack against the genuine application  intercepted data may include oauth authorization codes or tokens that could be used by the adversary to gain access to protected resources_ citation  trend micro ios url hijacking 
attack-pattern--79cb02f4-ac4e-4335-8b51-425c9573cce1,['mobile-attack'],"['T1632', 'STA-7']",Subvert Trust Controls,adversaries may undermine security controls that will either warn users of untrusted activity or prevent execution of untrusted applications  operating systems and security products may contain mechanisms to identify programs or websites as possessing some level of trust  examples of such features include  an app being allowed to run because it is signed by a valid code signing certificate  an os prompt alerting the user that an app came from an untrusted source  or getting an indication that you are about to connect to an untrusted site  the method adversaries use will depend on the specific mechanism they seek to subvert 
attack-pattern--79eec66a-9bd0-4a3f-ac82-19159e94bd44,['mobile-attack'],"['T1433', 'APP-13']",Access Call Log,on android  an adversary could call standard operating system apis from a malicious application to gather call log data  or with escalated privileges could directly access files containing call log data_  on ios  applications do not have access to the call log  so privilege escalation would be required in order to access the data 
attack-pattern--8197f026-64da-4700-93b9-b55ba55f3b31,['mobile-attack'],['T1581'],Geofencing,adversaries may use a device s geographical location to limit certain malicious behaviors  for example  malware operators may limit the distribution of a second stage payload to certain geographic regions_ citation  lookout esurv    is accomplished by persuading the user to grant the application permission to access location services  the application can then collect  process  and exfiltrate the device s location to perform location based actions  such as ceasing malicious behavior or showing region specific advertisements_  one method to accomplish  on android is to use the built in geofencing api to automatically trigger certain behaviors when the device enters or exits a specified radius around a geographical location  similar to other  methods  this requires that the user has granted the  access_fine_location  and  access_background_location  permissions  the latter is only required if the application targets android     api level     or higher  however  android    introduced additional permission controls that may restrict background location collection based on user permission choices at runtime  these additional controls include  allow only while using the app   which will effectively prohibit background location collection_ citation  android geofencing api   similarly  on ios  developers can use built in apis to setup and execute geofencing  depending on the use case  the app will either need to call  requestwheninuseauthorization    or  requestalwaysauthorization     depending on when access to the location services is required  similar to android  users also have the option to limit when the application can access the device s location  including one time use and only when the application is running in the foreground_ citation  apple location services    can be used to prevent exposure of capabilities in environments that are not intended to be compromised or operated within  for example  location data could be used to limit malware spread and or capabilities  which could also potentially evade application analysis environments  ex  malware analysis outside of the target geographic area   other malicious usages could include showing language specific  input  and or advertisements 
attack-pattern--82f04b1e-5371-4a6f-be06-411f0f43b483,['mobile-attack'],"['T1401', 'APP-22']",Device Administrator Permissions,adversaries may request device administrator permissions to perform malicious actions_  by abusing the device administration api  adversaries can perform several nefarious actions  such as resetting the device s password for  device  factory resetting the device to  delete device  and any traces of the malware  disabling all of the device s cameras  or make it more difficult to uninstall the app_ citation  android deviceadmininfo   device administrators must be approved by the user at runtime  with a system popup showing which of the actions have been requested by the app  in conjunction with other techniques  such as  input  an app can programmatically grant itself administrator permissions without any user input 
attack-pattern--831e3269-da49-48ac-94dc-948008e8fd16,pre-attack,['T1443'],Remotely Install Application,
attack-pattern--8605a0ec-b44a-4e98-a7fc-87d4bd3acb66,['mobile-attack'],"['T1634.001', 'AUT-11']",Keychain,adversaries may collect keychain data from an ios device to acquire credentials  keychains are the built in way for ios to keep track of users' passwords and credentials for many services and features such as wi fi passwords  websites  secure notes  certificates  private keys  and vpn credentials    on the device  the keychain database is stored outside of application sandboxes to prevent unauthorized access to the raw data  standard ios apis allow applications access to their own keychain contained within the database  by utilizing a privilege escalation exploit or existing root access  adversaries can access the entire encrypted database_ citation  apple keychain services  citation  elcomsoft decrypt keychain 
attack-pattern--88932a8c-3a17-406f-9431-1da3ff19f6d6,['mobile-attack'],['T1403'],Modify Cached Executable Code,art  the android runtime  compiles optimized code on the device itself to improve performance  an adversary may be able to use escalated privileges to modify the cached code in order to hide malicious behavior  since the code is compiled on the device  it may not receive the same level of integrity checks that are provided to code running in the system partition 
attack-pattern--89fcd02f-62dc-40b9-a54b-9ac4b1baef05,['mobile-attack'],['T1419'],Device Type Discovery,on android  device type information is accessible to apps through the android_os_build class   device information could be used to target privilege escalation exploits 
attack-pattern--8c7862ff-3449-4ac6-b0fd-ac1298a822a5,['mobile-attack'],"['T1576', 'APP-43']",Uninstall Malicious Application,adversaries may include functionality in malware that uninstalls the malicious application from the device  this can be achieved by     abusing device owner permissions to perform silent uninstallation using device owner api calls_   abusing root permissions to delete files from the filesystem_   abusing the accessibility service  this requires an intent be sent to the system to request uninstallation  and then abusing the accessibility service to click the proper places on the screen to confirm uninstallation 
attack-pattern--8e27551a-5080-4148-a584-c64348212e4f,['mobile-attack'],['T1447'],Delete Device Data,adversaries may wipe a device or delete individual files in order to manipulate external outcomes or hide activity  an application must have administrator access to fully wipe the device  while individual files may not require special permissions to delete depending on their storage location   citation  android devicepolicymanager        stored data could include a variety of file formats  such as office files  databases  stored emails  and custom file formats  the impact file deletion will have depends on the type of data as well as the goals and objectives of the adversary  but can include deleting update files to evade detection or deleting attacker specified files for impact 
attack-pattern--8f0e39c6-82c9-41ec-9f93-5696c0f2e274,['mobile-attack'],['T1448'],Carrier Billing Fraud,a malicious app may trigger fraudulent charges on a victim s carrier billing statement in several different ways  including sms toll fraud and sms shortcodes that make purchases_  performing sms fraud relies heavily upon the fact that  when making sms purchases  the carriers perform device verification but not user verification  this allows adversaries to make purchases on behalf of the user  with little or no user interaction_ citation  google bread   malicious applications may also perform toll billing  which occurs when carriers provide payment endpoints over a web page  the application connects to the web page over cellular data so the carrier can directly verify the number  or the application must retrieve a code sent via sms and enter it into the web page_ citation  google bread   on ios  apps cannot send sms messages_  on android  apps must hold the  send_sms  permission to send sms messages  additionally  android version  _  and above has mitigations against this threat by requiring user consent before allowing sms messages to be sent to premium numbers  
attack-pattern--8f142a25-f6c3-4520-bd50-2ae3ab50ed3e,['mobile-attack'],"['T1415', 'AUT-10']",URL Scheme Hijacking,an ios application may be able to maliciously claim a url scheme  allowing it to intercept calls that are meant for a different application  this technique  for example  could be used to capture oauth authorization codes or to phish user credentials 
attack-pattern--939808a7-121d-467a-b028-4441ee8b7cee,['mobile-attack'],['T1481.002'],Bidirectional Communication,adversaries may use an existing  legitimate external web service channel as a means for sending commands to and receiving output from a compromised system  compromised systems may leverage popular websites and social media to host command and control  c   instructions  those infected systems can then send the output from those commands back over that web service channel  the return traffic may occur in a variety of ways  depending on the web service being utilized  for example  the return traffic may take the form of the compromised system posting a comment on a forum  issuing a pull request to development project  updating a document hosted on a web service  or by sending a tweet       popular websites and social media  acting as a mechanism for c   may give a significant amount of cover  this is due to the likelihood that hosts within a network are already communicating with them prior to a compromise  using common services  such as those offered by google or twitter  makes it easier for adversaries to hide in expected noise  web service providers commonly use ssl tls encryption  giving adversaries an added level of protection 
attack-pattern--948a447c-d783-4ba0-8516-a64140fcacd5,['mobile-attack'],['T1509'],Non-Standard Port,adversaries may generate network traffic using a protocol and port paring that are typically not associated  for example  https over port      or port     as opposed to the traditional port      adversaries may make changes to the standard port used by a protocol to bypass filtering or muddle analysis parsing of network data 
attack-pattern--9558a84e-2d5e-4872-918e-d847494a8ffc,['mobile-attack'],"['T1474.003', 'SPC-4', 'SPC-11', 'SPC-12', 'SPC-18', 'SPC-20']",Compromise Software Supply Chain,adversaries may manipulate application software prior to receipt by a final consumer for the purpose of data or system compromise  supply chain compromise of software can take place in a number of ways  including manipulation of the application source code  manipulation of the update distribution mechanism for that software  or replacing compiled releases with a modified version 
attack-pattern--986f80f7-ff0e-4f48-87bd-0394814bbce5,['mobile-attack'],['T1481.001'],Dead Drop Resolver,adversaries may use an existing  legitimate external web service to host information that points to additional command and control  c   infrastructure  adversaries may post content  known as a dead drop resolver  on web services with embedded  and often obfuscated encoded  domains or ip addresses  once infected  victims will reach out to and be redirected by these resolvers       popular websites and social media  acting as a mechanism for c   may give a significant amount of cover  this is due to the likelihood that hosts within a network are already communicating with them prior to a compromise  using common services  such as those offered by google or twitter  makes it easier for adversaries to hide in expected noise  web service providers commonly use ssl tls encryption  giving adversaries an added level of protection       use of a dead drop resolver may also protect back end c  infrastructure from discovery through malware binary analysis  or enable operational resiliency  since this infrastructure may be dynamically changed  
attack-pattern--99e6295e-741b-4857-b6e5-64989eb039b4,['mobile-attack'],"['T1430', 'APP-24']",Location Tracking,adversaries may track a device s physical location through use of standard operating system apis via malicious or exploited applications on the compromised device       on android  applications holding the  access_coaurse_location  or  access_fine_location  permissions provide access to the device s physical location  on android    and up  declaration of the  access_background_location  permission in an application s manifest will allow applications to request location access even when the application is running in the background_ citation  android request location permissions  some adversaries have utilized integration of baidu map services to retrieve geographical location once the location access permissions had been obtained_ citation  palo alto henbox       on ios  applications must include the  nslocationwheninuseusagedescription    nslocationalwaysandwheninuseusagedescription   and or  nslocationalwaysusagedescription  keys in their  info_plist  file depending on the extent of requested access to location information_ citation  apple requesting authorization for location services  on ios  _  and up  applications call  requestwheninuseauthorization    to request access to location information when the application is in use or  requestalwaysauthorization    to request access to location information regardless of whether the application is in use  with elevated privileges  an adversary may be able to access location data without explicit user consent with the  com_apple_locationd_preauthorized  entitlement key_ citation  google project zero insomnia 
attack-pattern--9c049d7b-c92a-4733-9381-27e2bd2ccadc,['mobile-attack'],"['T1626.001', 'APP-22']",Device Administrator Permissions,adversaries may abuse android s device administration api to obtain a higher degree of control over the device  by abusing the api  adversaries can perform several nefarious actions  such as resetting the device s password for  endpoint denial of  factory resetting the device for  file  and to delete any traces of the malware  disabling all the device s cameras  or to make it more difficult to uninstall the app_  device administrators must be approved by the user at runtime  with a system popup showing which actions have been requested by the app  in conjunction with other techniques  such as  input  an app can programmatically grant itself administrator permissions without any user input 
attack-pattern--9d7c32f4-ab39-49dc-8055-8106bc2294a1,['mobile-attack'],"['T1446', 'APP-28']",Device Lockout,an adversary may seek to lock the legitimate user out of the device  for example to inhibit user interaction or to obtain a ransom payment_  on android versions prior to    apps can abuse device administrator access to reset the device lock passcode to prevent the user from unlocking the device  after android    only device or profile owners  e_g  mdms  can reset the device s passcode_ citation  android resetpassword   on ios devices  this technique does not work because mobile device management servers can only remove the screen lock passcode  they cannot set a new passcode  however  on jailbroken devices  malware has been discovered that can lock the user out of the device 
attack-pattern--9ef05e3d-52db-4c12-be4f-519214bbe91f,['mobile-attack'],"['T1430.001', 'ECO-5', 'EMM-7']",Remote Device Management Services,an adversary may use access to cloud services  e_g  google's android device manager or apple icloud's find my iphone  or to an enterprise mobility management  emm  mobile device management  mdm  server console to track the location of mobile devices managed by the service 
attack-pattern--a0464539-e1b7-4455-a355-12495987c300,['mobile-attack'],"['T1427', 'PHY-2']",Attack PC via USB Connection,with escalated privileges  an adversary could program the mobile device to impersonate usb devices such as input devices  keyboard and mouse   storage devices  and or networking devices in order to attack a physically connected pc this technique has been demonstrated on android  we are unaware of any demonstrations on ios 
attack-pattern--a21a6a79-f9a1-4c87-aed9-ba2d79536881,pre-attack,['T1441'],Stolen Developer Credentials or Signing Keys,
attack-pattern--a5de0540-73e7-4c67-96da-4143afedc7ed,['mobile-attack'],"['T1467', 'CEL-7']",Rogue Cellular Base Station,an adversary could set up a rogue cellular base station and then use it to eavesdrop on or manipulate cellular device communication  a compromised cellular femtocell could be used to carry out this technique 
attack-pattern--a64a820a-cb21-471f-920c-506a2ff04fa5,['mobile-attack'],"['T1451', 'STA-22']",SIM Card Swap,an adversary could convince the mobile network operator  e_g  through social networking  forged identification  or insider attacks performed by trusted employees  to issue a new sim card and associate it with an existing phone number and account  the adversary could then obtain sms messages or hijack phone calls intended for someone else_  one use case is intercepting authentication messages or phone calls to obtain illicit access to online banking or other online accounts  as many online services allow account password resets by sending an authentication code over sms to a phone number associated with the account 
attack-pattern--a8c31121-852b-46bd-9ba4-674ae5afe7ad,['mobile-attack'],"['T1417', 'APP-31', 'AUT-13']",Input Capture,adversaries may use methods of capturing user input to obtain credentials or collect information  during normal device usage  users often provide credentials to various locations  such as login pages portals or system dialog boxes  input capture mechanisms may be transparent to the user  e_g   or rely on deceiving the user into providing input into what they believe to be a genuine application prompt  e_g   gui input
attack-pattern--a8e971b8-8dc7-4514-8249-ae95427ec467,['mobile-attack'],"['T1643', 'APP-16']",Generate Traffic from Victim,adversaries may generate outbound traffic from devices  this is typically performed to manipulate external outcomes  such as to achieve carrier billing fraud or to manipulate app store rankings or ratings  outbound traffic is typically generated as sms messages or general web traffic  but may take other forms as well_  if done via sms messages  android apps must hold the  send_sms  permission  additionally  sending an sms message requires user consent if the recipient is a premium number  applications cannot send sms messages on ios
attack-pattern--a91262d5-b9ff-463f-b8d2-12e4ea1eb3c9,['mobile-attack'],"['T1630.003', 'EMM-5']",Disguise Root/Jailbreak Indicators,an adversary could use knowledge of the techniques used by security software to evade detection  for example  some mobile security products perform compromised device detection by searching for particular artifacts such as an installed  su  binary  but that check could be evaded by naming the binary something else  similarly  polymorphic code techniques could be used to evade signature based detection 
