id,type,attack_id,attack_name,attack_description
attack-pattern--762771c2-3675-4535-88e9-b1f891758974,pre-attack,['T1271'],Identify personnel with an authority/privilege,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   personnel internally to a company may have non electronic specialized access  authorities  or privilege that make them an attractive target for an adversary   one example of this is an individual with financial authority to authorize large transactions   an adversary who compromises this individual might be able to subvert large dollar transfers 
attack-pattern--76c9e8cb-52e1-4ddc-80d4-5f7231842e06,pre-attack,['T1382'],DNS poisoning,  this technique has been deprecated  please see att ck's initial access and execution tactics for replacement techniques_    dns  cache  poisoning is the corruption of an internet server's domain name system table by replacing an internet address with that of another  rogue address  when a web user seeks the page with that address  the request is redirected by the rogue entry in the table to a different address   citation  google dns poisoning   citation  dns poisoning china   citation  mexico modem dns poison 
attack-pattern--7718e92f-b011-4f88-b822-ae245a1de407,pre-attack,['T1278'],Identify job postings and needs/gaps,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   job postings  on either company sites  or in other forums  provide information on organizational structure  needs  and gaps in an organization  this may give an adversary an indication of weakness in an organization  such as under resourced it shop   job postings can also provide information on an organizations structure which could be valuable in social engineering attempts 
attack-pattern--773950e1-090c-488b-a480-9ff236312e31,pre-attack,['T1287'],Analyze data collected,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   an adversary will assess collected information such as software hardware versions  vulnerabilities  patch level  etc   they will analyze technical scanning results to identify weaknesses in the confirmation or architecture 
attack-pattern--7823039f-e2d5-4997-853c-ec983631206b,pre-attack,['T1324'],DNSCalc,  this technique has been deprecated  please use  dns   dns calc is a technique in which the octets of an ip address are used to calculate the port  for command and control servers from an initial dns request 
attack-pattern--784ff1bc-1483-41fe-a172-4cd9ae25c06b,pre-attack,['T1247'],Acquire OSINT data sets and information,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   open source intelligence  osint  is intelligence gathered from publicly available sources  this can include both information gathered on line  such as from search engines  as well as in the physical world 
attack-pattern--7860e21e-7514-4a3f-8a9d-56405ccfdb0c,pre-attack,['T1276'],Identify supply chains,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   supply chains include the people  processes  and technologies used to move a product or service from a supplier to a consumer  understanding supply chains may provide an adversary with opportunities to exploit organizational relationships 
attack-pattern--7863b7f1-c18a-4aad-a6cf-4aa6d8797531,pre-attack,['T1235'],Receive operator KITs/KIQs tasking,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   analysts may receive intelligence requirements from leadership and begin research process to satisfy a requirement   part of this process may include delineating between needs and wants and thinking through all the possible aspects associating with satisfying a requirement 
attack-pattern--78ae433b-289d-4c8d-b8c1-f8de0b7f9090,pre-attack,['T1262'],Enumerate client configurations,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   client configurations information such as the operating system and web browser  along with additional information such as version or language  are often transmitted as part of web browsing communications   this can be accomplished in several ways including use of a compromised web site to collect details on visiting computers 
attack-pattern--78e41091-d10d-4001-b202-89612892b6ff,pre-attack,['T1246'],Identify supply chains,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   supply chains include the people  processes  and technologies used to move a product or service from a supplier to a consumer  understanding supply chains may provide an adversary with opportunities to exploit the technology or interconnections that are part of the supply chain 
attack-pattern--795c1a92-3a26-453e-b99a-6a566aa94dc6,pre-attack,['T1329'],Acquire and/or use 3rd party infrastructure services,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   a wide variety of cloud  virtual private services  hosting  compute  and storage solutions are available  additionally botnets are available for rent or purchase  use of these solutions allow an adversary to stage  launch  and execute an attack from infrastructure that does not physically tie back to them and can be rapidly provisioned  modified  and shut down 
attack-pattern--7a265bf0-6acc-4f43-8b22-2e58b443e62e,pre-attack,['T1391'],Choose pre-compromised mobile app developer account credentials or signing keys,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   the adversary can use account credentials or signing keys of an existing mobile app developer to publish malicious updates of existing mobile apps to an application store  or to abuse the developer's identity and reputation to publish new malicious apps   many mobile devices are configured to automatically install new versions of already installed apps   citation  fraudenlent apps stolen dev credentials 
attack-pattern--7baccb84-356c-4e89-8c5d-58e701f033fc,pre-attack,['T1300'],Analyze organizational skillsets and deficiencies,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   analyze strengths and weaknesses of the target for potential areas of where to focus compromise efforts 
attack-pattern--7dae871c-effc-444b-9962-4b7efefe7d40,pre-attack,['T1274'],Identify sensitive personnel information,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   an adversary may identify sensitive personnel information not typically posted on a social media site  such as address  marital status  financial history  and law enforcement infractions  this could be conducted by searching public records that are frequently available for free or at a low cost online 
attack-pattern--7f2d3da6-7e34-44a3-9e7f-905455339726,pre-attack,['T1254'],Conduct active scanning,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   active scanning is the act of sending transmissions to end nodes  and analyzing the responses  in order to identify information about the communications system 
attack-pattern--82bbd209-f516-45e0-9542-4ffbbc2a8717,pre-attack,['T1350'],Discover new exploits and monitor exploit-provider forums,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   an exploit takes advantage of a bug or vulnerability in order to cause unintended or unanticipated behavior to occur on computer hardware or software  the adversary may need to discover new exploits when existing exploits are no longer relevant to the environment they are trying to compromise  an adversary may monitor exploit provider forums to understand the state of existing  as well as newly discovered  exploits 
attack-pattern--856a9371-4f0f-4ea9-946e-f3144204240f,pre-attack,['T1260'],Determine 3rd party infrastructure services,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   infrastructure services includes the hardware  software  and network resources required to operate a communications environment  this infrastructure can be managed by a  rd party rather than being managed by the owning organization 
attack-pattern--87775365-2081-4b6e-99bd-48a3b8f36563,pre-attack,['T1288'],Analyze architecture and configuration posture,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   an adversary may analyze technical scanning results to identify weaknesses in the configuration or architecture of a victim network  these weaknesses could include  architectural flaws  misconfigurations  or improper security controls 
attack-pattern--89a79d91-53e0-4ef5-ba28-558cb8b01f76,pre-attack,['T1270'],Identify groups/roles,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   personnel internally to a company may belong to a group or maintain a role with  electronic specialized access  authorities  or privilege that make them an attractive target for an adversary   one example of this is a system administrator 
attack-pattern--8a64f743-acaa-49d5-9d3d-ae5616a3876f,pre-attack,['T1377'],Exploit public-facing application,  this technique has been deprecated  please use  exploit public facing   the use of software  data  or commands to take advantage of a weakness in a computer system or program in order to cause unintended or unanticipated behavior  the weakness in the system can be a bug  a glitch  or a design vulnerability 
attack-pattern--8b57a8f1-9cbc-4b95-b162-cc2a1add94f2,pre-attack,['T1359'],Test malware to evade detection,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   an adversary can run their code on systems with cyber security protections  such as antivirus products  in place to see if their code is detected  they can also test their malware on freely available public services 
attack-pattern--8e211ec9-5dfc-4915-aff4-84d5908f0336,pre-attack,['T1352'],C2 protocol development,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   command and control  c  or c c  is a method by which the adversary communicates with malware  an adversary may use a variety of protocols and methods to execute c  such as a centralized server  peer to peer  irc  compromised web sites  or even social media 
attack-pattern--8e927b19-04a6-4aaa-a42f-4f0a53411d27,pre-attack,['T1236'],"Assess current holdings, needs, and wants",this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   analysts assess current information available against requirements that outline needs and wants as part of the research baselining process to begin satisfying a requirement 
attack-pattern--90884cdb-31dd-431c-87db-9cc7e03191e5,pre-attack,['T1315'],Network-based hiding techniques,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   technical network hiding techniques are methods of modifying traffic to evade network signature detection or to utilize misattribution techniques  examples include channel ip vlan hopping  mimicking legitimate operations  or seeding with misinformation 
attack-pattern--9108e212-1c94-4f8d-be76-1aad9b4c86a4,pre-attack,['T1341'],Build social network persona,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   for attacks incorporating social engineering the utilization of an on line persona is important  these personas may be fictitious or impersonate real people  the persona may exist on a single site or across multiple sites     etc_  
attack-pattern--91a3735f-817a-4450-8ed4-f05a0f5c3877,pre-attack,['T1241'],Determine strategic target,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   an adversary undergoes an iterative target selection process that may begin either broadly and narrow down into specifics  strategic to tactical  or narrowly and expand outward  tactical to strategic    as part of this process  an adversary may determine a high level target they wish to attack  one example of this may be a particular country  government  or commercial sector      citation  dod cyber      
attack-pattern--96eb59d1-6c46-44bb-bfcd-56be02a00d41,pre-attack,['T1297'],Analyze organizational skillsets and deficiencies,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   understanding organizational skillsets and deficiencies could provide insight in to weakness in defenses  or opportunities for exploitation 
attack-pattern--9755ecdc-deb0-40e6-af49-713cb0f8ed92,pre-attack,['T1351'],Remote access tool development,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   a remote access tool  rat  is a piece of software that allows a remote user to control a system as if they had physical access to that system  an adversary may utilize existing rats  modify existing rats  or create their own rat 
attack-pattern--9a8c47f6-ae69-4044-917d-4b1602af64d9,pre-attack,['T1343'],Choose pre-compromised persona and affiliated accounts,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   for attacks incorporating social engineering the utilization of an on line persona is important  utilizing an existing persona with compromised accounts may engender a level of trust in a potential victim if they have a relationship  or knowledge of  the compromised persona    citation  hacked social media accounts 
attack-pattern--9d234df0-2344-4db4-bc0f-8de9c6c071a7,pre-attack,['T1318'],Obfuscate operational infrastructure,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   obfuscation is hiding the day to day building and testing of new tools  chat servers  etc 
attack-pattern--a16e4004-caac-4a0b-acd5-486f8fda1665,pre-attack,['T1358'],Review logs and residual traces,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   execution of code and network communications often result in logging or other system or network forensic artifacts  an adversary can run their code to identify what is recorded under different conditions  this may result in changes to their code or adding additional actions  such as deleting a record from a log  to the code 
attack-pattern--a1e8d61b-22e1-4983-8485-96420152ecd8,pre-attack,['T1294'],Analyze hardware/software security defensive capabilities,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   an adversary can probe a victim's network to determine configurations  the configurations may provide opportunities to route traffic through the network in an undetected or less detectable way 
attack-pattern--a2fc93cd-e371-4755-9305-2615b6753d91,pre-attack,['T1259'],Determine external network trust dependencies,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   network trusts enable communications between different networks with specific accesses and permissions  network trusts could include the implementation of domain trusts or the use of virtual private networks  vpns  
attack-pattern--a425598d-7c19-40f7-9aa3-ac20f0d5c2b2,pre-attack,['T1339'],Create backup infrastructure,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   backup infrastructure allows an adversary to recover from environmental and system failures  it also facilitates recovery or movement to other infrastructure if the primary infrastructure is discovered or otherwise is no longer viable 
attack-pattern--a54a7708-8f64-45f3-ad51-1abf976986a0,pre-attack,['T1257'],Mine technical blogs/forums,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   technical blogs and forums provide a way for technical staff to ask for assistance or troubleshoot problems  in doing so they may reveal information such as operating system  os   network devices  or applications in use 
attack-pattern--a757670d-d600-48d9-8ae9-601d42c184a5,pre-attack,['T1279'],Conduct social engineering,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   social engineering is the practice of manipulating people in order to get them to divulge information or take an action 
attack-pattern--a7c620e5-cbc9-41b2-9695-418ef560f16c,pre-attack,['T1253'],Conduct passive scanning,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   passive scanning is the act of looking at existing network traffic in order to identify information about the communications system 
attack-pattern--a7dff5d5-99f9-4a7e-ac54-a64113c28121,pre-attack,['T1285'],Determine centralization of IT management,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   determining if a  corporate  help desk exists  the degree of access and control it has  and whether there are  edge  units that may have different support processes and standards 
attack-pattern--a86a21a4-6304-4df3-aa6d-08114c47d48f,pre-attack,['T1228'],Assign KITs/KIQs into categories,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   leadership organizes key intelligence topics  kits  and key intelligence questions  kiqs  into three types of categories and creates more if necessary   an example of a description of key players kit would be when an adversary assesses the cyber defensive capabilities of a nation state threat actor 
attack-pattern--aadaee0d-794c-4642-8293-7ec22a99fb1a,pre-attack,['T1326'],Domain registration hijacking,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   domain registration hijacking is the act of changing the registration of a domain name without the permission of the original registrant 
attack-pattern--abd5bed1-4c12-45de-a623-ab8dc4ff862a,pre-attack,['T1291'],Research relevant vulnerabilities/CVEs,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   common vulnerability enumeration  cve  is a dictionary of publicly known information about security vulnerabilities and exposures  an adversary can use this information to target specific software that may be vulnerable 
attack-pattern--acfcbe7a-4dbc-4471-be2b-134faf479e3e,pre-attack,['T1239'],Receive KITs/KIQs and determine requirements,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   applicable agencies and or personnel receive intelligence requirements and evaluate them to determine sub requirements related to topics  questions  or requirements   for example  an adversary's  nuclear energy requirements may be further divided into nuclear facilities versus nuclear warhead capabilities 
attack-pattern--ad124f84-52d2-40e3-95dd-cfdd44eae6ef,pre-attack,['T1389'],Identify vulnerabilities in third-party software libraries,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   many applications use third party software libraries  often without full knowledge of the behavior of the libraries by the application developer  for example  mobile applications often incorporate advertising libraries to generate revenue for the application developer  vulnerabilities in these third party libraries could potentially be exploited in any application that uses the library  and even if the vulnerabilities are fixed  many applications may still use older  vulnerable versions of the library   citation  flexera news vulnerabilities   citation  android security review        citation  android multidex rce 
attack-pattern--ae85ba2f-27ea-42d9-b42a-0fe89ee19ed5,pre-attack,['T1229'],Assess KITs/KIQs benefits,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   key intelligence topics  kits  and key intelligence questions  kiqs  may be further subdivided to focus on political  economic  diplomatic  military  financial  or intellectual property categories   an adversary may specify kits or kiqs in this manner in order to understand how the information they are pursuing can have multiple uses and to consider all aspects of the types of information they need to target for a particular purpose   kit 
attack-pattern--af358cad-eb71-4e91-a752-236edc237dae,pre-attack,['T1268'],Conduct social engineering,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   social engineering is the practice of manipulating people in order to get them to divulge information or take an action 
attack-pattern--b14f6692-b613-44bb-9f30-8381a5ff10d5,pre-attack,['T1304'],Proxy/protocol relays,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   proxies act as an intermediary for clients seeking resources from other systems  using a proxy may make it more difficult to track back the origin of a network communication 
attack-pattern--b182f29c-2505-4b32-a000-0440ef189f59,pre-attack,['T1397'],Spearphishing for Information,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   spearphishing for information is a specific variant of spearphishing  spearphishing for information is different from other forms of spearphishing in that it it doesn't leverage malicious code  all forms of spearphishing are elctronically delivered social engineering targeted at a specific individual  company  or industry  spearphishing for information is an attempt to trick targets into divulging information  frequently credentials  without involving malicious code  spearphishing for information frequently involves masquerading as a source with a reason to collect information  such as a system administrator or a bank  and providing a user with a website link to visit  the given website often closely resembles a legitimate site in appearance and has a url containing elements from the real site  from the fake website  information is gathered in web forms and sent to the attacker  spearphishing for information may also try to obtain information directly through the exchange of emails  instant messengers or other electronic conversation means   citation  attackref grizzly steppe jar 
attack-pattern--b26babc7-9127-4bd5-9750-5e49748c9be3,pre-attack,['T1290'],Research visibility gap of security vendors,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   if an adversary can identify which security tools a victim is using they may be able to identify ways around those tools   citation  crowdstrike putter panda 
attack-pattern--b3253d9e-ba11-430f-b5a3-4db844ce5413,pre-attack,['T1387'],Unauthorized user introduces compromise delivery mechanism,  this technique has been deprecated  please use  hardware  where appropriate_    if an adversary can gain physical access to the target's environment they can introduce a variety of  devices that provide compromise mechanisms  this could include installing keyboard loggers  adding routing wireless equipment  or connecting computing devices   citation  credit card skimmers 
attack-pattern--b355817c-cf63-43b4-94a4-05e9645fa910,pre-attack,['T1232'],Create implementation plan,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   implementation plans specify how the goals of the strategic plan will be executed 
attack-pattern--b3f36317-3940-4d71-968f-e11ac1bf6a31,pre-attack,['T1275'],Aggregate individual's digital footprint,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   in addition to a target's social media presence may exist a larger digital footprint  such as accounts and credentials on e commerce sites or usernames and logins for email   an adversary familiar with a target's username can mine to determine the target's larger digital footprint via publicly available sources 
attack-pattern--b79a1960-d0be-4b51-bb62-b27e91e1dea0,pre-attack,['T1376'],Conduct social engineering or HUMINT operation,  this technique has been deprecated  please see att ck's initial access and execution tactics for replacement techniques_    social engineering is the practice of manipulating people in order to get them to divulge information or take an action  human intelligence  humint  is intelligence collected and provided by human sources 
attack-pattern--b79e8a3f-a109-47c2-a0e3-564955590a3d,pre-attack,['T1316'],Non-traditional or less attributable payment options,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   using alternative payment options allows an adversary to hide their activities  options include crypto currencies  barter systems  pre paid cards or shell accounts 
attack-pattern--b9148981-152a-4a19-95c1-962803f5c9af,pre-attack,['T1244'],Determine secondary level tactical element,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   the secondary level tactical element the adversary seeks to attack is the specific network or area of a network that is vulnerable to attack   within the corporate network example  the secondary level tactical element might be a sql server or a domain controller with a known vulnerability      citation  dod cyber      
attack-pattern--b93bd611-da4e-4c84-a40f-325b712bed67,pre-attack,['T1240'],Task requirements,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   once divided into the most granular parts  analysts work with collection managers to task the collection management system with requirements and sub requirements 
attack-pattern--c2ffd229-11bb-4fd8-9208-edbe97b14c93,pre-attack,['T1313'],Obfuscation or cryptography,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   obfuscation is the act of creating communications that are more difficult to understand   encryption transforms the communications such that it requires a key to reverse the encryption 
attack-pattern--c721b235-679a-4d76-9ae9-e08921fccf84,pre-attack,['T1248'],Identify job postings and needs/gaps,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   job postings  on either company sites  or in other forums  provide information on organizational structure and often provide contact information for someone within the organization  this may give an adversary  information on technologies within the organization which could be valuable in attack or provide insight in to possible security weaknesses or limitations in detection or protection mechanisms 
attack-pattern--c860af4a-376e-46d7-afbf-262c41012227,pre-attack,['T1242'],Determine operational element,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   if going from strategic down to tactical or vice versa  an  adversary would next consider the operational element   for example  the specific company within an industry or agency within a government      citation  dod cyber      
attack-pattern--c9ac5715-ee5c-4380-baf4-6f12e304ca93,pre-attack,['T1361'],Test signature detection for file upload/email filters,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   an adversary can test their planned method of attack against existing security products such as email filters or intrusion detection sensors  ids  
attack-pattern--c9e85b80-39e8-42df-b275-86a2afcea9e8,pre-attack,['T1393'],Test ability to evade automated mobile application security analysis performed by app stores,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   many mobile devices are configured to only allow applications to be installed from the mainstream vendor app stores  e_g_  apple app store and google play store   an adversary can submit multiple code samples to these stores deliberately designed to probe the stores' security analysis capabilities  with the goal of determining effective techniques to place malicious applications in the stores that could then be delivered to targeted devices   citation  android bouncer   citation  adventures in bouncerland   citation  jekyll on ios   citation  fruit vs zombies 
attack-pattern--c9fb4451-729d-4771-b205-52c1829f949c,pre-attack,['T1348'],Identify resources required to build capabilities,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   as with legitimate development efforts  different skill sets may be required for different phases of an attack  the skills needed may be located in house  can be developed  or may need to be contracted out 
attack-pattern--cc0faf66-4df2-4328-9c9c-b0ca5de915ad,pre-attack,['T1317'],Secure and protect infrastructure,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   an adversary may secure and protect their infrastructure just as defenders do  this could include the use of vpns  security software  logging and monitoring  passwords  or other defensive measures 
attack-pattern--cdfdb0cd-a839-403c-9dd6-8a85d8c5c73d,pre-attack,['T1252'],Map network topology,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   a network topology is the arrangement of the various elements of a network  e_g_  servers  workstations  printers  routers  firewalls  etc_   mapping a network allows an adversary to understand how the elements are connected or related   citation  man traceroute   citation  shodan tutorial 
attack-pattern--d2c4206a-a431-4494-834d-52944a79e9f4,pre-attack,['T1394'],Distribute malicious software development tools,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   an adversary could distribute malicious software development tools  e_g_  compiler  that hide malicious behavior in software built using the tools   citation  pa xcodeghost   citation  reflections on trusting trust 
attack-pattern--d3999268-740f-467e-a075-c82e2d04be62,pre-attack,['T1224'],Assess leadership areas of interest,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   leadership assesses the areas of most interest to them and generates key intelligence topics  kit  or key intelligence questions  kiq   for example  an adversary knows from open and closed source reporting that cyber is of interest  resulting in it being a kit 
attack-pattern--d3dca536-8bf0-4e43-97c1-44a2353c3d69,pre-attack,['T1306'],Anonymity services,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   anonymity services reduce the amount of information available that can be used to track an adversary's activities   multiple options are available to hide activity  limit tracking  and increase anonymity   citation  tor design 
attack-pattern--d45fe3c2-0688-43b9-ac07-7eb86f575e93,pre-attack,['T1245'],Determine approach/attack vector,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   the approach or attack vector outlines the specifics behind how the adversary would like to attack the target   as additional information is known through the other phases of pre att ck  an adversary may update the approach or attack vector       citation  dod cyber      
attack-pattern--d58f3996-e293-4f69-a2c8-0e1851cb8297,pre-attack,['T1392'],Obtain Apple iOS enterprise distribution key pair and certificate,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   the adversary can obtain an apple ios enterprise distribution key pair and certificate and use it to distribute malicious apps directly to apple ios devices without the need to publish the apps to the apple app store  where the apps could potentially be detected    citation  apple developer enterprise porgram apps   citation  fruit vs zombies    citation  sideloading change 
attack-pattern--d69c3e06-8311-4093-8e3e-0a8e06b15d92,pre-attack,['T1296'],Assess targeting options,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   an adversary may assess a target's operational security  opsec  practices in order to identify targeting options  a target may share different information in different settings or be more of less cautious in different environments 
attack-pattern--d72c0bc0-3007-418c-842c-328027ebdbc1,pre-attack,['T1380'],Deploy exploit using advertising,  this technique has been deprecated  please see att ck's initial access and execution tactics for replacement techniques_    exploits spread through advertising  malvertising  involve injecting malicious or malware laden advertisements into legitimate online advertising networks and webpages 
attack-pattern--d778cb83-2292-4995-b006-d38f52bc1e64,pre-attack,['T1225'],Identify gap areas,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   leadership identifies gap areas that generate a compelling need to generate a key intelligence topic  kit  or key intelligence question  kiq  
attack-pattern--dc7dfc9f-be1b-4e6e-a2e6-9a9bb2400ec9,pre-attack,['T1243'],Determine highest level tactical element,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   from a tactical viewpoint  an adversary could potentially have a primary and secondary level target   the primary target represents the highest level tactical element the adversary wishes to attack   for example  the corporate network within a corporation or the division within an agency      citation  dod cyber      
attack-pattern--df42286d-dfbd-4455-bc9d-aef52ac29aa7,pre-attack,['T1353'],Post compromise tool development,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   after compromise  an adversary may utilize additional tools to facilitate their end goals  this may include tools to further explore the system  move laterally within a network  exfiltrate data  or destroy data 
attack-pattern--dfa4eaf4-50d9-49de-89e9-d33f579f3e05,pre-attack,['T1284'],Determine 3rd party infrastructure services,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   a wide variety of cloud  virtual private services  hosting  compute  and storage solutions are available as  rd party infrastructure services  these services could provide an adversary with another avenue of approach or compromise 
attack-pattern--e042a41b-5ecf-4f3a-8f1f-1b528c534772,pre-attack,['T1357'],Test malware in various execution environments,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   malware may perform differently on different platforms  computer vs handheld  and different operating systems  vs  os  and versions    vs     so malicious actors will test their malware in the environment s  where they most expect it to be executed 
attack-pattern--e24a9f99-cb76-42a3-a50b-464668773e97,pre-attack,['T1367'],Spear phishing messages with malicious attachments,  this technique has been deprecated  please use  spearphishing   emails with malicious attachments are designed to get a user to open execute the attachment in order to deliver malware payloads 
attack-pattern--e2aa077d-60c9-4de5-b015-a9c382877cd9,pre-attack,['T1299'],Assess opportunities created by business deals,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   during mergers  divestitures  or other period of change in joint infrastructure or business processes there may be an opportunity for exploitation  during this type of churn  unusual requests  or other non standard practices may not be as noticeable 
attack-pattern--e34b9ca1-8778-41a3-bba5-8edaab4076dc,pre-attack,['T1337'],SSL certificate acquisition for domain,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   certificates are designed to instill trust  they  include information about the key  information about its owner's identity  and the digital signature of an entity that has verified the certificate's contents are correct  if the signature is valid  and the person examining the certificate trusts the signer  then they know they can use that key to communicate with its owner  acquiring a certificate for a  domain name similar to one that is expected to be trusted may allow an adversary to trick a user in to trusting the domain  e_g_  vvachovia instead of     homoglyphs  
