id,mitigation_id,mitigation_name,mitigation_description,attack_id,attack_type,relationship
course-of-action--86598de0-b347-4928-9eb0-0acbfc21908c,M1030,Network Segmentation,"Architect sections of the network to isolate critical systems, functions, or resources. Use physical and logical segmentation to prevent access to potentially sensitive systems and information. Use a DMZ to contain any internet-facing services that should not be exposed from the internal network. Configure separate virtual private cloud (VPC) instances to isolate critical cloud systems.",T1136,['enterprise-attack'],Configure access controls and firewalls to limit access to domain controllers and systems used to create and manage accounts.
course-of-action--86598de0-b347-4928-9eb0-0acbfc21908c,M1030,Network Segmentation,"Architect sections of the network to isolate critical systems, functions, or resources. Use physical and logical segmentation to prevent access to potentially sensitive systems and information. Use a DMZ to contain any internet-facing services that should not be exposed from the internal network. Configure separate virtual private cloud (VPC) instances to isolate critical cloud systems.",T1021.003,['enterprise-attack'],"Enable Windows firewall, which prevents DCOM instantiation by default."
course-of-action--86598de0-b347-4928-9eb0-0acbfc21908c,M1030,Network Segmentation,"Architect sections of the network to isolate critical systems, functions, or resources. Use physical and logical segmentation to prevent access to potentially sensitive systems and information. Use a DMZ to contain any internet-facing services that should not be exposed from the internal network. Configure separate virtual private cloud (VPC) instances to isolate critical cloud systems.",T1190,['enterprise-attack'],Segment externally facing servers and services from the rest of the network with a DMZ or on separate hosting infrastructure.
course-of-action--86598de0-b347-4928-9eb0-0acbfc21908c,M1030,Network Segmentation,"Architect sections of the network to isolate critical systems, functions, or resources. Use physical and logical segmentation to prevent access to potentially sensitive systems and information. Use a DMZ to contain any internet-facing services that should not be exposed from the internal network. Configure separate virtual private cloud (VPC) instances to isolate critical cloud systems.",T1199,['enterprise-attack'],Network segmentation can be used to isolate infrastructure components that do not require broad network access.
course-of-action--86598de0-b347-4928-9eb0-0acbfc21908c,M1030,Network Segmentation,"Architect sections of the network to isolate critical systems, functions, or resources. Use physical and logical segmentation to prevent access to potentially sensitive systems and information. Use a DMZ to contain any internet-facing services that should not be exposed from the internal network. Configure separate virtual private cloud (VPC) instances to isolate critical cloud systems.",T1048.002,['enterprise-attack'],Follow best practices for network firewall configurations to allow only necessary ports and traffic to enter and exit the network.(Citation: TechNet Firewall Design)
course-of-action--86598de0-b347-4928-9eb0-0acbfc21908c,M1030,Network Segmentation,"Architect sections of the network to isolate critical systems, functions, or resources. Use physical and logical segmentation to prevent access to potentially sensitive systems and information. Use a DMZ to contain any internet-facing services that should not be exposed from the internal network. Configure separate virtual private cloud (VPC) instances to isolate critical cloud systems.",T1489,['enterprise-attack'],"Operate intrusion detection, analysis, and response systems on a separate network from the production environment to lessen the chances that an adversary can see and interfere with critical response functions."
course-of-action--86598de0-b347-4928-9eb0-0acbfc21908c,M1030,Network Segmentation,"Architect sections of the network to isolate critical systems, functions, or resources. Use physical and logical segmentation to prevent access to potentially sensitive systems and information. Use a DMZ to contain any internet-facing services that should not be exposed from the internal network. Configure separate virtual private cloud (VPC) instances to isolate critical cloud systems.",T1610,['enterprise-attack'],"Deny direct remote access to internal systems through the use of network proxies, gateways, and firewalls."
course-of-action--86598de0-b347-4928-9eb0-0acbfc21908c,M1030,Network Segmentation,"Architect sections of the network to isolate critical systems, functions, or resources. Use physical and logical segmentation to prevent access to potentially sensitive systems and information. Use a DMZ to contain any internet-facing services that should not be exposed from the internal network. Configure separate virtual private cloud (VPC) instances to isolate critical cloud systems.",T1210,['enterprise-attack'],Segment networks and systems appropriately to reduce access to critical systems and services to controlled methods.
course-of-action--86598de0-b347-4928-9eb0-0acbfc21908c,M1030,Network Segmentation,"Architect sections of the network to isolate critical systems, functions, or resources. Use physical and logical segmentation to prevent access to potentially sensitive systems and information. Use a DMZ to contain any internet-facing services that should not be exposed from the internal network. Configure separate virtual private cloud (VPC) instances to isolate critical cloud systems.",T1571,['enterprise-attack'],Properly configure firewalls and proxies to limit outgoing traffic to only necessary ports for that particular network segment.
course-of-action--86598de0-b347-4928-9eb0-0acbfc21908c,M1030,Network Segmentation,"Architect sections of the network to isolate critical systems, functions, or resources. Use physical and logical segmentation to prevent access to potentially sensitive systems and information. Use a DMZ to contain any internet-facing services that should not be exposed from the internal network. Configure separate virtual private cloud (VPC) instances to isolate critical cloud systems.",T1602.001,['enterprise-attack'],Segregate SNMP traffic on a separate management network.(Citation: US-CERT TA17-156A SNMP Abuse 2017)
course-of-action--86598de0-b347-4928-9eb0-0acbfc21908c,M1030,Network Segmentation,"Architect sections of the network to isolate critical systems, functions, or resources. Use physical and logical segmentation to prevent access to potentially sensitive systems and information. Use a DMZ to contain any internet-facing services that should not be exposed from the internal network. Configure separate virtual private cloud (VPC) instances to isolate critical cloud systems.",T1552.007,['enterprise-attack'],"Deny direct remote access to internal systems through the use of network proxies, gateways, and firewalls."
course-of-action--86598de0-b347-4928-9eb0-0acbfc21908c,M1030,Network Segmentation,"Architect sections of the network to isolate critical systems, functions, or resources. Use physical and logical segmentation to prevent access to potentially sensitive systems and information. Use a DMZ to contain any internet-facing services that should not be exposed from the internal network. Configure separate virtual private cloud (VPC) instances to isolate critical cloud systems.",T1098.001,['enterprise-attack'],Configure access controls and firewalls to limit access to critical systems and domain controllers. Most cloud environments support separate virtual private cloud (VPC) instances that enable further segmentation of cloud systems.
course-of-action--86598de0-b347-4928-9eb0-0acbfc21908c,M1030,Network Segmentation,"Architect sections of the network to isolate critical systems, functions, or resources. Use physical and logical segmentation to prevent access to potentially sensitive systems and information. Use a DMZ to contain any internet-facing services that should not be exposed from the internal network. Configure separate virtual private cloud (VPC) instances to isolate critical cloud systems.",T1565.003,['enterprise-attack'],Identify critical business and system processes that may be targeted by adversaries and work to isolate and secure those systems against unauthorized access and tampering.
course-of-action--e3388c78-2a8d-47c2-8422-c1398b324462,M1015,Active Directory Configuration,"Configure Active Directory to prevent use of certain techniques; use SID Filtering, etc.",T1552,['enterprise-attack'],Remove vulnerable Group Policy Preferences.(Citation: Microsoft MS14-025)
course-of-action--e3388c78-2a8d-47c2-8422-c1398b324462,M1015,Active Directory Configuration,"Configure Active Directory to prevent use of certain techniques; use SID Filtering, etc.",T1072,['enterprise-attack'],Ensure proper system and access isolation for critical network systems through use of group policy.
course-of-action--e3388c78-2a8d-47c2-8422-c1398b324462,M1015,Active Directory Configuration,"Configure Active Directory to prevent use of certain techniques; use SID Filtering, etc.",T1552.006,['enterprise-attack'],Remove vulnerable Group Policy Preferences.(Citation: Microsoft MS14-025)
course-of-action--e3388c78-2a8d-47c2-8422-c1398b324462,M1015,Active Directory Configuration,"Configure Active Directory to prevent use of certain techniques; use SID Filtering, etc.",T1003.005,['enterprise-attack'],"Consider adding users to the ""Protected Users"" Active Directory security group. This can help limit the caching of users' plaintext credentials.(Citation: Microsoft Protected Users Security Group)"
course-of-action--e3388c78-2a8d-47c2-8422-c1398b324462,M1015,Active Directory Configuration,"Configure Active Directory to prevent use of certain techniques; use SID Filtering, etc.",T1558.001,['enterprise-attack'],"For containing the impact of a previously generated golden ticket, reset the built-in KRBTGT account password twice, which will invalidate any existing golden tickets that have been created with the KRBTGT hash and other Kerberos tickets derived from it. For each domain, change the KRBTGT account password once, force replication, and then change the password a second time. Consider rotating the KRBTGT account password every 180 days.(Citation: STIG krbtgt reset)"
course-of-action--e3388c78-2a8d-47c2-8422-c1398b324462,M1015,Active Directory Configuration,"Configure Active Directory to prevent use of certain techniques; use SID Filtering, etc.",T1003,['enterprise-attack'],"
Manage the access control list for “Replicating Directory Changes” and other permissions associated with domain controller replication. (Citation: AdSecurity DCSync Sept 2015) (Citation: Microsoft Replication ACL) Consider adding users to the ""Protected Users"" Active Directory security group. This can help limit the caching of users' plaintext credentials.(Citation: Microsoft Protected Users Security Group)"
course-of-action--e3388c78-2a8d-47c2-8422-c1398b324462,M1015,Active Directory Configuration,"Configure Active Directory to prevent use of certain techniques; use SID Filtering, etc.",T1003.006,['enterprise-attack'],"Manage the access control list for ""Replicating Directory Changes"" and other permissions associated with domain controller replication.(Citation: ADSecurity Mimikatz DCSync)(Citation: Microsoft Replication ACL)"
course-of-action--e3388c78-2a8d-47c2-8422-c1398b324462,M1015,Active Directory Configuration,"Configure Active Directory to prevent use of certain techniques; use SID Filtering, etc.",T1134.005,['enterprise-attack'],"Clean up SID-History attributes after legitimate account migration is complete.

Consider applying SID Filtering to interforest trusts, such as forest trusts and external trusts, to exclude SID-History from requests to access domain resources. SID Filtering ensures that any authentication requests over a trust only contain SIDs of security principals from the trusted domain (i.e preventing the trusted domain from claiming a user has membership in groups outside of the domain).

SID Filtering of forest trusts is enabled by default, but may have been disabled in some cases to allow a child domain to transitively access forest trusts. SID Filtering of external trusts is automatically enabled on all created external trusts using Server 2003 or later domain controllers. (Citation: Microsoft Trust Considerations Nov 2014) (Citation: Microsoft SID Filtering Quarantining Jan 2009) However note that SID Filtering is not automatically applied to legacy trusts or may have been deliberately disabled to allow inter-domain access to resources.

SID Filtering can be applied by: (Citation: Microsoft Netdom Trust Sept 2012)

* Disabling SIDHistory on forest trusts using the netdom tool (<code>netdom trust /domain: /EnableSIDHistory:no</code> on the domain controller)

* Applying SID Filter Quarantining to external trusts using the netdom tool (<code>netdom trust <TrustingDomainName> /domain:<TrustedDomainName> /quarantine:yes</code> on the domain controller)

* Applying SID Filtering to domain trusts within a single forest is not recommended as it is an unsupported configuration and can cause breaking changes. (Citation: Microsoft Netdom Trust Sept 2012) (Citation: AdSecurity Kerberos GT Aug 2015) If a domain within a forest is untrustworthy then it should not be a member of the forest. In this situation it is necessary to first split the trusted and untrusted domains into separate forests where SID Filtering can be applied to an interforest trust"
course-of-action--e3388c78-2a8d-47c2-8422-c1398b324462,M1015,Active Directory Configuration,"Configure Active Directory to prevent use of certain techniques; use SID Filtering, etc.",T1649,['enterprise-attack'],"Ensure certificate authorities (CA) are properly secured, including treating CA servers (and other resources hosting CA certificates) as tier 0 assets. Harden abusable CA settings and attributes.

For example, consider disabling the usage of AD CS certificate SANs within relevant authentication protocol settings to enforce strict user mappings and prevent certificates from authenticating as other identifies.(Citation: SpecterOps Certified Pre Owned) Also consider enforcing CA Certificate Manager approval for the templates that include SAN as an issuance requirement."
course-of-action--e3388c78-2a8d-47c2-8422-c1398b324462,M1015,Active Directory Configuration,"Configure Active Directory to prevent use of certain techniques; use SID Filtering, etc.",T1606.002,['enterprise-attack'],"For containing the impact of a previously forged SAML token, rotate the token-signing AD FS certificate in rapid succession twice, which will invalidate any tokens generated using the previous certificate.(Citation: Mandiant Defend UNC2452 White Paper)"
course-of-action--e3388c78-2a8d-47c2-8422-c1398b324462,M1015,Active Directory Configuration,"Configure Active Directory to prevent use of certain techniques; use SID Filtering, etc.",T1558,['enterprise-attack'],"For containing the impact of a previously generated golden ticket, reset the built-in KRBTGT account password twice, which will invalidate any existing golden tickets that have been created with the KRBTGT hash and other Kerberos tickets derived from it. For each domain, change the KRBTGT account password once, force replication, and then change the password a second time. Consider rotating the KRBTGT account password every 180 days.(Citation: STIG krbtgt reset)"
course-of-action--e3388c78-2a8d-47c2-8422-c1398b324462,M1015,Active Directory Configuration,"Configure Active Directory to prevent use of certain techniques; use SID Filtering, etc.",T1550.003,['enterprise-attack'],"To contain the impact of a previously generated golden ticket, reset the built-in KRBTGT account password twice, which will invalidate any existing golden tickets that have been created with the KRBTGT hash and other Kerberos tickets derived from it.(Citation: ADSecurity Kerberos and KRBTGT) For each domain, change the KRBTGT account password once, force replication, and then change the password a second time. Consider rotating the KRBTGT account password every 180 days.(Citation: STIG krbtgt reset)"
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1048.002,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level. 
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1557.001,['enterprise-attack'],Network intrusion detection and prevention systems that can identify traffic patterns indicative of AiTM activity can be used to mitigate activity at the network level.
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1102.003,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1132.001,['enterprise-attack'],"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools."
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1104,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1001.003,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate some obfuscation activity at the network level.
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1071,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1221,['enterprise-attack'],"Network/Host intrusion prevention systems, antivirus, and detonation chambers can be employed to prevent documents from fetching and/or executing malicious payloads.(Citation: Anomali Template Injection MAR 2018)"
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1048.001,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level. 
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1090,['enterprise-attack'],"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific C2 protocol used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: University of Birmingham C2)"
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1566,['enterprise-attack'],Network intrusion prevention systems and systems designed to scan and remove malicious email attachments or links can be used to block activity.
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1573.002,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1105,['enterprise-attack'],"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware or unusual data transfer over known protocols like FTP can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools.(Citation: University of Birmingham C2)"
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1542.004,['enterprise-attack'],"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific protocols, such as TFTP, can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific technique used by a particular adversary or tool, and will likely be different across various network configurations.  "
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1572,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. 
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1204,['enterprise-attack'],"If a link is being visited by a user, network intrusion prevention systems and systems designed to scan and remove malicious downloads can be used to block activity."
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1602,['enterprise-attack'],Configure intrusion prevention devices to detect SNMP queries and commands from unauthorized sources.(Citation: US-CERT-TA18-106A)
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1001,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate some obfuscation activity at the network level.
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1570,['enterprise-attack'],"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware or unusual data transfer over known tools and protocols like FTP can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. (Citation: University of Birmingham C2)"
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1102,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1090.002,['enterprise-attack'],"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific C2 protocol used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools.(Citation: University of Birmingham C2)"
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1557.002,['enterprise-attack'],Network intrusion detection and prevention systems that can identify traffic patterns indicative of AiTM activity can be used to mitigate activity at the network level.
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1030,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level.
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1571,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1071.003,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. 
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1602.001,['enterprise-attack'],Configure intrusion prevention devices to detect SNMP queries and commands from unauthorized sources.(Citation: US-CERT-TA18-106A)
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1573,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1071.004,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. 
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1132,['enterprise-attack'],"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: University of Birmingham C2)"
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1102.001,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1557.003,['enterprise-attack'],Network intrusion detection and prevention systems that can identify traffic patterns indicative of AiTM activity can be used to mitigate activity at the network level.(Citation: dhcp_serv_op_events)
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1026,['enterprise-attack'],"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific protocol used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: University of Birmingham C2)"
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1001.001,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate some obfuscation activity at the network level. 
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1041,['enterprise-attack'],"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool command and control signatures over time or construct protocols in such a way to avoid detection by common defensive tools. (Citation: University of Birmingham C2)"
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1568,['enterprise-attack'],"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Malware researchers can reverse engineer malware variants that use dynamic resolution and determine future C2 infrastructure that the malware will attempt to contact, but this is a time and resource intensive effort.(Citation: Cybereason Dissecting DGAs)(Citation: Cisco Umbrella DGA Brute Force)"
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1568.002,['enterprise-attack'],"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Malware researchers can reverse engineer malware variants that use DGAs and determine future domains that the malware will attempt to contact, but this is a time and resource intensive effort.(Citation: Cybereason Dissecting DGAs)(Citation: Cisco Umbrella DGA Brute Force) Malware is also increasingly incorporating seed values that can be unique for each instance, which would then need to be determined to extract future generated domains. In some cases, the seed that a particular sample uses can be extracted from DNS traffic.(Citation: Akamai DGA Mitigation) Even so, there can be thousands of possible domains generated per day; this makes it impractical for defenders to preemptively register all possible C2 domains due to the cost."
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1219,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures may be able to prevent traffic to remote access services.
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1204.003,['enterprise-attack'],Network prevention intrusion systems and systems designed to scan and remove malicious downloads can be used to block activity.
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1008,['enterprise-attack'],"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific protocol used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: University of Birmingham C2)"
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1071.001,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. 
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1001.002,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate some obfuscation activity at the network level. 
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1029,['enterprise-attack'],"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool command and control signatures over time or construct protocols in such a way to avoid detection by common defensive tools. (Citation: University of Birmingham C2)"
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1204.001,['enterprise-attack'],"If a link is being visited by a user, network intrusion prevention systems and systems designed to scan and remove malicious downloads can be used to block activity."
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1048,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level.
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1108,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and will be different across various malware families and versions. Adversaries will likely change tool signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: University of Birmingham C2)
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1046,['enterprise-attack'],Use network intrusion detection/prevention systems to detect and prevent remote service scans.
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1132.002,['enterprise-attack'],"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools."
