id,type,attack_id,attack_name,attack_description
attack-pattern--27960489-4e7f-461d-a62a-f5c0cb521e4a,['enterprise-attack'],['T1527'],Application Access Token,adversaries may use application access tokens to bypass the typical authentication process and access restricted accounts  information  or services on remote systems  these tokens are typically stolen from users and used in lieu of login credentials_  application access tokens are used to make authorized api requests on behalf of a user and are commonly used as a way to access resources in cloud based applications and software as a service  saas _ citation  auth    why you should always use access tokens to secure apis sept       oauth is one commonly implemented framework that issues tokens to users for access to systems  these frameworks are used collaboratively to verify the user and determine what actions the user is allowed to perform  once identity is established  the token allows actions to be authorized  without passing the actual credentials of the user  therefore  compromise of the token can grant the adversary access to resources of other sites through a malicious application_  for example  with a cloud based email service once an oauth access token is granted to a malicious application  it can potentially gain long term access to features of the user account if a  refresh  token enabling background access is awarded_ citation  microsoft identity platform access       with an oauth access token an adversary can use the user granted rest api to perform functions such as email searching and contact enumeration_ citation  staaldraad phishing with oauth        compromised access tokens may be used as an initial step in compromising other services  for example  if a token grants access to a victim s primary email  the adversary may be able to extend access to all other services which the target subscribes by triggering forgotten password routines  direct api access through a token negates the effectiveness of a second authentication factor and may be immune to intuitive countermeasures like changing passwords  access abuse over an api channel can be difficult to detect even from the service provider end  as the access can still align well with a legitimate workflow_
attack-pattern--28170e17-8384-415c-8486-2e6b294cb803,['enterprise-attack'],['T1562.009'],Safe Mode Boot,adversaries may abuse windows safe mode to disable endpoint defenses  safe mode starts up the windows operating system with a limited set of drivers and services  third party security software such as endpoint detection and response  edr  tools may not start after booting windows in safe mode  there are two versions of safe mode  safe mode and safe mode with networking  it is possible to start additional services after a safe mode boot_ citation  microsoft safe mode  citation  sophos snatch ransomware        adversaries may abuse safe mode to disable endpoint defenses that may not start with a limited boot  hosts can be forced into safe mode after the next reboot via modifications to boot configuration data  bcd  stores  which are files that manage boot application settings_ citation  microsoft bcdedit        adversaries may also add their malicious applications to the list of minimal services that start in safe mode by modifying relevant registry values  i_e   modify  malicious  component object   com  objects may also be registered and loaded in safe mode_ citation  sophos snatch ransomware       citation  cyberark labs safe mode       citation  cybereason nocturnus medusalocker       citation  bleepingcomputer revil      
attack-pattern--2892b9ee-ca9f-4723-b332-0dc6e843a8ae,['enterprise-attack'],['T1180'],Screensaver,screensavers are programs that execute after a configurable time of user inactivity and consist of portable executable  pe  files with a _scr file extension_ citation  wikipedia screensaver  the windows screensaver application scrnsave_scr is located in c  windows system     and c  windows syswow    on    bit windows systems  along with screensavers included with base windows installations    the following screensaver settings are stored in the registry  hkcu control panel desktop   and could be manipulated to achieve persistence     scrnsave_exe   set to malicious pe path   screensaveactive   set to ' ' to enable the screensaver   screensaverissecure   set to ' ' to not require a password to unlock   screensavetimeout   sets user inactivity timeout before screensaver is executed  adversaries can use screensaver settings to maintain persistence by setting the screensaver to run malware after a certain timeframe of user inactivity   citation  eset gazer aug      
attack-pattern--28abec6c-4443-4b03-8206-07f2e264a6b4,['enterprise-attack'],['T1542.005'],TFTP Boot,adversaries may abuse netbooting to load an unauthorized network device operating system from a trivial file transfer protocol  tftp  server  tftp boot  netbooting  is commonly used by network administrators to load configuration controlled network device images from a centralized management server  netbooting is one option in the boot sequence and can be used to centralize  manage  and control device images_  adversaries may manipulate the configuration on the network device specifying use of a malicious tftp server  which may be used in conjunction with  modify system  to load a modified image on device startup or reset  the unauthorized image allows adversaries to modify device configuration  add malicious capabilities to the device  and introduce backdoors to maintain control of the network device while minimizing detection through use of a standard functionality  this technique is similar to  and may result in the network device running a modified image   citation  cisco blog legacy device attacks 
attack-pattern--2959d63f-73fd-46a1-abd2-109d7dcede32,['enterprise-attack'],['T1543.003'],Windows Service,adversaries may create or modify windows services to repeatedly execute malicious payloads as part of persistence  when windows boots up  it starts programs or applications called services that perform background system functions_ citation  technet services  windows service configuration information  including the file path to the service's executable or recovery programs commands  is stored in the windows registry_  adversaries may install a new service or modify an existing service to execute at startup in order to persist on a system  service configurations can be set or modified using system utilities  such as sc_exe   by directly modifying the registry  or by interacting directly with the windows api    adversaries may also use services to install and execute malicious drivers  for example  after dropping a driver file  ex   _sys   to disk  the payload can be loaded and registered via  native  functions such as  createservicew     or manually via functions such as  zwloaddriver    and  zwsetvaluekey      by creating the required service registry values  i_e   modify  or by using command line utilities such as  pnputil_exe _ citation  symantec w_   stuxnet dossier  citation  crowdstrike driveslayer february       citation  unit   acidbox june       adversaries may leverage these drivers as  to hide the presence of malicious activity on a system  adversaries may also load a signed yet vulnerable driver onto a compromised machine  known as  bring your own vulnerable driver   byovd   as part of  exploitation for privilege  eset invisimole june       citation  unit   acidbox june        services may be created with administrator privileges but are executed under system privileges  so an adversary may also use a service to escalate privileges  adversaries may also directly start services through  service  to make detection analysis more challenging  malicious services may also incorporate  masquerade task or   ex  using a service and or payload name related to a legitimate os or benign software component  
attack-pattern--29ba5a15-3b7b-4732-b817-65ea8f6468e6,['enterprise-attack'],['T1568.001'],Fast Flux DNS,adversaries may use fast flux dns to hide a command and control channel behind an array of rapidly changing ip addresses linked to a single domain resolution  this technique uses a fully qualified domain name  with multiple ip addresses assigned to it which are swapped with high frequency  using a combination of round robin ip addressing and short time to live  ttl  for a dns resource record_ citation  fast flux   welivesecurity   the simplest   single flux  method  involves registering and de registering an addresses as part of the dns a  address  record list for a single dns name  these registrations have a five minute average lifespan  resulting in a constant shuffle of ip address resolution_ citation  fast flux   welivesecurity   in contrast  the  double flux  method registers and de registers an address as part of the dns name server record list for the dns zone  providing additional resilience for the connection  with double flux additional hosts can act as a proxy to the c  host  further insulating the true source of the c  channel 
attack-pattern--29be378d-262d-4e99-b00d-852d573628e6,['enterprise-attack'],['T1497.001'],System Checks,adversaries may employ various system checks to detect and avoid virtualization and analysis environments  this may include changing behaviors based on the results of checks for the presence of artifacts indicative of a virtual machine environment  vme  or sandbox  if the adversary detects a vme  they may alter their malware to disengage from the victim or conceal the core functions of the implant  they may also search for vme artifacts before dropping secondary or additional payloads  adversaries may use the information learned from  virtualization sandbox  during automated discovery to shape follow on behaviors_ citation  deloitte environment awareness   specific checks will vary based on the target and or adversary  but may involve behaviors such as  windows management    system information  and  query  to obtain system information and search for vme artifacts  adversaries may search for vme artifacts in memory  processes  file system  hardware  and or the registry  adversaries may use scripting to automate these checks  into one script and then have the program exit if it determines the system to be a virtual environment    checks could include generic system properties such as host domain name and samples of network traffic  adversaries may also check the network adapters addresses  cpu core count  and available memory drive size    other common checks may enumerate services running that are unique to these applications  installed programs on the system  manufacturer product fields for strings relating to virtual machine applications  and vme specific hardware processor instructions_ citation  mcafee virtual jan       in applications like vmware  adversaries can also use a special i o port to send commands and receive output     hardware checks  such as the presence of the fan  temperature  and audio devices  could also be used to gather evidence that can be indicative a virtual environment  adversaries may also query for specific readings from these devices_ citation  unit    oilrig sept      
attack-pattern--2acf44aa-542f-4366-b4eb-55ef5747759c,['enterprise-attack'],['T1053.003'],Cron,adversaries may abuse the cron utility to perform task scheduling for initial or recurring execution of malicious code_ citation     macos common tools and techniques  the cron utility is a time based job scheduler for unix like operating systems   the  crontab file contains the schedule of cron entries to be run and the specified times for execution  any crontab files are stored in operating system specific file paths_  an adversary may use cron in linux or unix environments to execute programs at system startup or on a scheduled basis for
attack-pattern--2aed01ad-3df3-4410-a8cb-11ea4ded587c,['enterprise-attack'],['T1069.002'],Domain Groups,adversaries may attempt to find domain level groups and permission settings  the knowledge of domain level permission groups can help adversaries determine which groups exist and which users belong to a particular group  adversaries may use this information to determine which users have elevated permissions  such as domain administrators_  commands such as net group  domain of the  utility   dscacheutil  q group on macos  and ldapsearch on linux can list domain level groups 
attack-pattern--2b5aa86b-a0df-4382-848d-30abea443327,['enterprise-attack'],['T1588.006'],Vulnerabilities,adversaries may acquire information about vulnerabilities that can be used during targeting  a vulnerability is a weakness in computer hardware or software that can  potentially  be exploited by an adversary to cause unintended or unanticipated behavior to occur  adversaries may find vulnerability information by searching open databases or gaining access to closed vulnerability databases_ citation  national vulnerability database   an adversary may monitor vulnerability disclosures databases to understand the state of existing  as well as newly discovered  vulnerabilities  there is usually a delay between when a vulnerability is discovered and when it is made public  an adversary may target the systems of those known to conduct vulnerability research  including commercial vendors   knowledge of a vulnerability may cause an adversary to search for an existing exploit  i_e   or to attempt to develop one themselves  i_e 
attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7,['enterprise-attack'],['T1566.002'],Spearphishing Link,adversaries may send spearphishing emails with a malicious link in an attempt to gain access to victim systems  spearphishing with a link is a specific variant of spearphishing  it is different from other forms of spearphishing in that it employs the use of links to download malware contained in email  instead of attaching malicious files to the email itself  to avoid defenses that may inspect email attachments  spearphishing may also involve social engineering techniques  such as posing as a trusted source_  all forms of spearphishing are electronically delivered social engineering targeted at a specific individual  company  or industry  in this case  the malicious emails contain links  generally  the links will be accompanied by social engineering text and require the user to actively click or copy and paste a url into a browser  leveraging  user  the visited website may compromise the web browser using an exploit  or the user will be prompted to download applications  documents  zip files  or even executables depending on the pretext for the email in the first place  adversaries may also include links that are intended to interact directly with an email reader  including embedded images intended to exploit the end system directly or verify the receipt of an email  i_e  web bugs web beacons   additionally  adversaries may use seemingly benign links that abuse special characters to mimic legitimate websites  known as an  idn homograph attack  _ citation  cisa idn st         adversaries may also utilize links to perform consent phishing  typically with oauth  _  request urls that when accepted by the user provide permissions access for malicious applications  allowing adversaries to   steal application access  trend micro pawn storm oauth       these stolen access tokens allow the adversary to perform various actions on behalf of the user via api calls   citation  microsoft oauth  _  consent phishing      
attack-pattern--2ba5aa71-9d15-4b22-b726-56af06d9ad2f,['enterprise-attack'],['T1165'],Startup Items,per apple s documentation  startup items execute during the final phase of the boot process and contain shell scripts or other executable files along with configuration information used by the system to determine the execution order for all startup items  citation  startup items   this is technically a deprecated version  superseded by launch daemons   and thus the appropriate folder   library startupitems isn t guaranteed to exist on the system by default  but does appear to exist by default on macos sierra  a startup item is a directory whose executable and configuration property list  plist   startupparameters_plist  reside in the top level directory    an adversary can create the appropriate folders files in the startupitems directory to register their own persistence mechanism  citation  methods of mac malware persistence   additionally  since startupitems run during the bootup phase of macos  they will run as root  if an adversary is able to modify an existing startup item  then they will be able to privilege escalate as well 
attack-pattern--2bce5b30-7014-4a5d-ade7-12913fe6ac36,['enterprise-attack'],['T1070.002'],Clear Linux or Mac System Logs,adversaries may clear system logs to hide evidence of an intrusion  macos and linux both keep track of system or user initiated actions via system logs  the majority of native system logging is stored under the  var log  directory  subfolders in this directory categorize logs by their related functions  such as  citation  linux logs      var log messages   general and system related messages    var log secure or  var log auth_log  authentication logs    var log utmp or  var log wtmp  login records    var log kern_log  kernel logs    var log cron_log  crond logs    var log maillog  mail server logs    var log httpd   web server access and error logs
attack-pattern--2bee5ffb-7a7a-4119-b1f2-158151b19ac0,['enterprise-attack'],['T1499.004'],Application or System Exploitation,adversaries may exploit software vulnerabilities that can cause an application or system to crash and deny availability to users   citation  sucuri bind  august       some systems may automatically restart critical applications and services when crashes occur  but they can likely be re exploited to cause a persistent denial of service  dos  condition_  adversaries may exploit known or zero day vulnerabilities to crash applications and or systems  which may also lead to dependent applications and or systems to be in a dos condition  crashed or restarted applications or systems may also have other effects such as  data   firmware   service  etc  which may further cause a dos condition and deny availability to critical information  applications and or systems 
attack-pattern--2c4d4e92-0ccf-4a97-b54c-86d662988a53,['enterprise-attack'],['T1137'],Office Application Startup,adversaries may leverage microsoft office based applications for persistence between startups  microsoft office is a fairly common application suite on windows based operating systems within an enterprise network  there are multiple mechanisms that can be used with office for persistence when an office based application is started  this can include the use of office template macros and add ins_  a variety of features have been discovered in outlook that can be abused to obtain persistence  such as outlook rules  forms  and home page_ citation  sensepost ruler github  these persistence mechanisms can work within outlook or be used through office    _ citation  technet o    outlook rules 
attack-pattern--2cd950a6-16c4-404a-aa01-044322395107,['enterprise-attack'],['T1218.004'],InstallUtil,adversaries may use installutil to proxy execution of code through a trusted windows utility  installutil is a command line utility that allows for installation and uninstallation of resources by executing specific installer components specified in _net binaries   citation  msdn installutil  the installutil binary may also be digitally signed by microsoft and located in the _net directories on a windows system  c  windows microsoft_net framework v installutil_exe and c  windows microsoft_net framework   v installutil_exe_  installutil may also be used to bypass application control through use of attributes within the binary that execute the class decorated with the attribute  system_componentmodel_runinstaller true     citation  lolbas installutil 
attack-pattern--2d3f5b3c-54ca-4f4d-bb1f-849346d31230,['enterprise-attack'],['T1598.003'],Spearphishing Link,adversaries may send spearphishing messages with a malicious link to elicit sensitive information that can be used during targeting  spearphishing for information is an attempt to trick targets into divulging information  frequently credentials or other actionable information  spearphishing for information frequently involves social engineering techniques  such as posing as a source with a reason to collect information  ex   establish  or  compromise  and or sending multiple  seemingly urgent messages_  all forms of spearphishing are electronically delivered social engineering targeted at a specific individual  company  or industry  in this scenario  the malicious emails contain links generally accompanied by social engineering text to coax the user to actively click or copy and paste a url into a browser_ citation  trendmictro phishing  citation  pcmag fakelogin  the given website may be a clone of a legitimate site  such as an online or corporate login portal  or may closely resemble a legitimate site in appearance and have a url containing elements from the real site    from the fake website  information is gathered in web forms and sent to the adversary  adversaries may also use information from previous reconnaissance efforts  ex   search open  or  search victim owned  to craft persuasive and believable lures 
attack-pattern--2db31dcd-54da-405d-acef-b9129b816ed6,['enterprise-attack'],['T1021.004'],SSH,adversaries may use  valid  to log into remote machines using secure shell  ssh   the adversary may then perform actions as the logged on user_  ssh is a protocol that allows authorized users to open remote shells on other computers  many linux and macos versions come with ssh installed by default  although typically disabled until the user enables it  the ssh server can be configured to use standard password authentication or public private keypairs in lieu of or in addition to a password  in this authentication scenario  the user s public key must be in a special file on the computer running the server that lists which keypairs are allowed to login as that user 
attack-pattern--2dbbdcd5-92cf-44c0-aea2-fe24783a6bc3,['enterprise-attack'],['T1098.003'],Additional Cloud Roles,an adversary may add additional roles or permissions to an adversary controlled cloud account to maintain persistent access to a tenant  for example  adversaries may update iam policies in cloud based environments or add a new global administrator in office     environments_ citation  aws iam policies and permissions  citation  google cloud iam policies  citation  microsoft support o    add another admin  october       citation  microsoft o    admin roles  with sufficient permissions  a compromised account can gain almost unlimited access to data and settings  including the ability to reset the passwords of other admins _ citation  expel aws attacker   citation  microsoft o    admin roles    this account modification may immediately follow  create  or other malicious account activity  adversaries may also modify existing  valid  that they have compromised  this could lead to privilege escalation  particularly if the roles added allow for lateral movement to additional accounts_  for example  in azure ad environments  an adversary with the application administrator role can add  additional cloud  to their application's service principal  in doing so the adversary would be able to gain the service principal s roles and permissions  which may be different from those of the application administrator_ citation  specterops azure privilege escalation  similarly  in aws environments  an adversary with appropriate permissions may be able to use the createpolicyversion api to define a new version of an iam policy or the attachuserpolicy api to attach an iam policy with additional or distinct permissions to a compromised user account_ citation  rhino security labs aws privilege escalation   similarly  an adversary with the azure ad global administrator role can toggle the  access management for azure resources  option to gain the ability to assign privileged access to azure subscriptions and virtual machines to azure ad users  including themselves_ citation  azure ad to ad 
attack-pattern--2de47683-f398-448f-b947-9abcc3e32fad,['enterprise-attack'],['T1547.012'],Print Processors,adversaries may abuse print processors to run malicious dlls during system boot for persistence and or privilege escalation  print processors are dlls that are loaded by the print spooler service  spoolsv_exe  during boot    adversaries may abuse the print spooler service by adding print processors that load malicious dlls at startup  a print processor can be installed through the addprintprocessor api call with an account that has seloaddriverprivilege enabled  alternatively  a print processor can be registered to the print spooler service by adding the hklm system   currentcontrolset or controlset     control print environments   windows architecture  e_g_  windows x    print processors   user defined  driver registry key that points to the dll  for the print processor to be correctly installed  it must be located in the system print processor directory that can be found with the getprintprocessordirectory api call_ citation  microsoft addprintprocessor may       after the print processors are installed  the print spooler service  which starts during boot  must be restarted in order for them to run_ citation  eset pipemon may       the print spooler service runs under system level permissions  therefore print processors installed by an adversary may run under elevated privileges 
attack-pattern--2e0dd10b-676d-4964-acd0-8a404c92b044,['enterprise-attack'],['T1089'],Disabling Security Tools,adversaries may disable security tools to avoid possible detection of their tools and activities  this can take the form of killing security software or event logging processes  deleting registry keys so that tools do not start at run time  or other methods to interfere with security scanning or event reporting 
attack-pattern--2e114e45-2c50-404c-804a-3af9564d240e,['enterprise-attack'],['T1487'],Disk Structure Wipe,adversaries may corrupt or wipe the disk data structures on hard drive necessary to boot systems  targeting specific critical systems as well as a large number of systems in a network to interrupt availability to system and network resources    adversaries may attempt to render the system unable to boot by overwriting critical data located in structures such as the master boot record  mbr  or partition table_ citation  symantec shamoon       citation  fireeye shamoon nov       citation  palo alto shamoon nov       citation  kaspersky stonedrill       citation  unit    shamoon        the data contained in disk structures may include the initial executable code for loading an operating system or the location of the file system partitions on disk  if this information is not present  the computer will not be able to load an operating system during the boot process  leaving the computer unavailable   disk structure  may be performed in isolation  or along with  disk content  if all sectors of a disk are wiped_  to maximize impact on the target organization  malware designed for destroying disk structures may have worm like features to propagate across a network by leveraging other techniques like  valid   os credential  and  windows admin  symantec shamoon       citation  fireeye shamoon nov       citation  palo alto shamoon nov       citation  kaspersky stonedrill      
attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,['enterprise-attack'],['T1566.001'],Spearphishing Attachment,adversaries may send spearphishing emails with a malicious attachment in an attempt to gain access to victim systems  spearphishing attachment is a specific variant of spearphishing  spearphishing attachment is different from other forms of spearphishing in that it employs the use of malware attached to an email  all forms of spearphishing are electronically delivered social engineering targeted at a specific individual  company  or industry  in this scenario  adversaries attach a file to the spearphishing email and usually rely upon  user  to gain execution  spearphishing may also involve social engineering techniques  such as posing as a trusted source_  there are many options for the attachment such as microsoft office documents  executables  pdfs  or archived files  upon opening the attachment  and potentially clicking past protections   the adversary's payload exploits a vulnerability or directly executes on the user's system  the text of the spearphishing email usually tries to give a plausible reason why the file should be opened  and may explain how to bypass system protections in order to do so  the email may also contain instructions on how to decrypt an attachment  such as a zip file password  in order to evade email boundary defenses  adversaries frequently manipulate file extensions and icons in order to make attached executables appear to be document files  or files exploiting one application appear to be a file for a different one 
attack-pattern--2edd9d6a-5674-4326-a600-ba56de467286,['enterprise-attack'],['T1214'],Credentials in Registry,the windows registry stores configuration information that can be used by the system or other programs  adversaries may query the registry looking for credentials and passwords that have been stored for use by other programs or services  sometimes these credentials are used for automatic logons_  example commands to find registry keys related to password information   citation  pentestlab stored credentials     local machine hive  reg query hklm  f password  t reg_sz  s   current user hive  reg query hkcu  f password  t reg_sz  s
attack-pattern--2f41939b-54c3-41d6-8f8b-35f1ec18ed97,['enterprise-attack'],['T1027.008'],Stripped Payloads,adversaries may attempt to make a payload difficult to analyze by removing symbols  strings  and other human readable information  scripts and executables may contain variables names and other strings that help developers document code functionality  symbols are often created by an operating system s  linker  when executable payloads are compiled  reverse engineers use these symbols and strings to analyze code and to identify functionality in payloads_ citation  mandiant golang stripped binaries explanation  citation  intezer stripped binaries elf files        adversaries may use stripped payloads in order to make malware analysis more difficult  for example  compilers and other tools may provide features to remove or obfuscate strings and symbols  adversaries have also used stripped payload formats  such as run only applescripts  a compiled and stripped version of  to evade detection and analysis  the lack of human readable information may directly hinder detection and analysis of payloads_ citation  sentinellabs reversing run only applescripts      
attack-pattern--2f6b4ed7-fef1-44ba-bcb8-1b4beb610b64,['enterprise-attack'],['T1559.001'],Component Object Model,adversaries may use the windows component object model  com  for local code execution  com is an inter process communication  ipc  component of the native windows application programming interface  api  that enables interaction between software objects  or executable code that implements one or more interfaces_ citation  fireeye hunting com june       through com  a client object can call methods of server objects  which are typically binary dynamic link libraries  dll  or executables  exe _ citation  microsoft com  remote com execution is facilitated by  remote  such as   distributed component object   dcom _ citation  fireeye hunting com june        various com interfaces are exposed that can be abused to invoke arbitrary execution via a variety of programming languages such as c  c    java  and  visual  microsoft com  specific com objects also exist to directly perform functions beyond code execution  such as creating a  scheduled  fileless download execution  and other adversary behaviors related to privilege escalation and persistence_ citation  fireeye hunting com june       citation  projectzero file write eop apr      
attack-pattern--2fee9321-3e71-4cf4-af24-d4d40d355b34,['enterprise-attack'],['T1574.001'],DLL Search Order Hijacking,adversaries may execute their own malicious payloads by hijacking the search order used to load dlls  windows systems use a common method to look for required dlls to load into a program   citation  microsoft dynamic link library search order  citation  fireeye hijacking july       hijacking dll loads may be for the purpose of establishing persistence as well as elevating privileges and or evading restrictions on file execution_  there are many ways an adversary can hijack dll loads  adversaries may plant trojan dynamic link library files  dlls  in a directory that will be searched before the location of a legitimate library that will be requested by a program  causing windows to load their malicious library when it is called for by the victim program  adversaries may also perform dll preloading  also called binary planting attacks   citation  owasp binary planting  by placing a malicious dll with the same name as an ambiguously specified dll in a location that windows searches before the legitimate dll  often this location is the current working directory of the program_ citation  fireeye fxsst june       remote dll preloading attacks occur when a program sets its current directory to a remote location such as a web share before loading a dll   citation  microsoft security advisory           adversaries may also directly modify the search order via dll redirection  which after being enabled  in the registry and creation of a redirection file  may cause a program to load a different dll_ citation  microsoft dynamic link library redirection  citation  microsoft manifests  citation  fireeye dll search order hijacking   if a search order vulnerable program is configured to run at a higher privilege level  then the adversary controlled dll that is loaded will also be executed at the higher level  in this case  the technique could be used for privilege escalation from user to administrator or system or from administrator to system  depending on the program  programs that fall victim to path hijacking may appear to behave normally because malicious dlls may be configured to also load the legitimate dlls they were meant to replace 
attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619,['enterprise-attack'],['T1119'],Automated Collection,once established within a system or network  an adversary may use automated techniques for collecting internal data  methods for performing this technique could include use of a  command and scripting  to search for and copy information fitting set criteria such as file type  location  or name at specific time intervals  in cloud based environments  adversaries may also use cloud apis  command line interfaces  or extract  transform  and load  etl  services to automatically collect data  this functionality could also be built into remote access tools    this technique may incorporate use of other techniques such as  file and directory  and  lateral tool  to identify and move files  as well as  cloud service  and  cloud storage object  to identify resources in cloud environments 
attack-pattern--30973a08-aed9-4edf-8604-9084ce1b5c4f,['enterprise-attack'],['T1115'],Clipboard Data,adversaries may collect data stored in the clipboard from users copying information within or between applications    in windows  applications can access clipboard data by using the windows api_ citation  msdn clipboard  osx provides a native command  pbpaste  to grab clipboard contents_ citation  operating with empyre 
attack-pattern--3120b9fa-23b8-4500-ae73-09494f607b7d,['enterprise-attack'],['T1003.007'],Proc Filesystem,adversaries may gather credentials from information stored in the proc filesystem or  proc  the proc filesystem on linux contains a great deal of information regarding the state of the running operating system  processes running with root privileges can use this facility to scrape live memory of other running programs  if any of these programs store passwords in clear text or password hashes in memory  these values can then be harvested for either usage or brute force attacks  respectively_  this functionality has been implemented in the mimipenguin citation  mimipenguin github may        an open source tool inspired by mimikatz  the tool dumps process memory  then harvests passwords and hashes by looking for text strings and regex patterns for how given applications such as gnome keyring  sshd  and apache use memory to store such authentication artifacts 
attack-pattern--31225cd3-cd46-4575-b287-c2c14011c074,['enterprise-attack'],['T1583.005'],Botnet,adversaries may buy  lease  or rent a network of compromised systems that can be used during targeting  a botnet is a network of compromised systems that can be instructed to perform coordinated tasks_ citation  norton botnet  adversaries may purchase a subscription to use an existing botnet from a booter stresser service  with a botnet at their disposal  adversaries may perform follow on activity such as large scale  or distributed denial of service  ddos _ citation  imperva ddos for hire 
attack-pattern--315f51f0-6b03-4c1e-bfb2-84740afb8e21,['enterprise-attack'],['T1555.005'],Password Managers,adversaries may acquire user credentials from third party password managers_ citation  ise password manager february       password managers are applications designed to store user credentials  normally in an encrypted database  credentials are typically accessible after a user provides a master password that unlocks the database  after the database is unlocked  these credentials may be copied to memory  these databases can be stored as files on disk_ citation  ise password manager february        adversaries may acquire user credentials from password managers by extracting the master password and or plain text credentials from memory_ citation  foxit wocao december       citation  github keethief  adversaries may extract credentials from memory via  exploitation for credential  nvd cve             adversaries may also try brute forcing via  password  to obtain the master password of a password manager_ citation  cyberreason anchor december      
attack-pattern--317fefa6-46c7-4062-adb6-2008cf6bcb41,['enterprise-attack'],['T1103'],AppInit DLLs,dynamic link libraries  dlls  that are specified in the appinit_dlls value in the registry keys hkey_local_machine software microsoft windows nt currentversion windows or hkey_local_machine software wow    node microsoft windows nt currentversion windows are loaded by user  _dll into every process that loads user  _dll  in practice this is nearly every program  since user  _dll is a very common library   citation  elastic process injection july       similar to  process  these values can be abused to obtain persistence and privilege escalation by causing a malicious dll to be loaded and run in the context of separate processes on the computer   citation  appinit registry   the appinit dll functionality is disabled in windows   and later versions when secure boot is enabled   citation  appinit secure boot 
attack-pattern--31a0a2ac-c67c-4a7e-b9ed-6a96477d4e8e,['enterprise-attack'],['T1553.001'],Gatekeeper Bypass,adversaries may modify file attributes and subvert gatekeeper functionality to evade user prompts and execute untrusted programs  gatekeeper is a set of technologies that act as layer of apple s security model to ensure only trusted applications are executed on a host  gatekeeper was built on top of file quarantine in snow leopard    _         and has grown to include code signing  security policy compliance  notarization  and more  gatekeeper also treats applications running for the first time differently than reopened applications_ citation  theeclecticlightcompany quarantine and the flag  citation  theeclecticlightcompany apple notarization    based on an opt in system  when files are downloaded an extended attribute  xattr  called  com_apple_quarantine   also known as a quarantine flag  can be set on the file by the application performing the download  launch services opens the application in a suspended state  for first run applications with the quarantine flag set  gatekeeper executes the following functions      checks extended attribute   gatekeeper checks for the quarantine flag  then provides an alert prompt to the user to allow or deny execution_ citation  oceanlotus for os x  citation     macos common tools and techniques      checks system policies   gatekeeper checks the system security policy  allowing execution of apps downloaded from either just the app store or the app store and identified developers_     code signing   gatekeeper checks for a valid code signature from an apple developer id_     notarization   using the  api_apple cloudkit_com  api  gatekeeper reaches out to apple servers to verify or pull down the notarization ticket and ensure the ticket is not revoked  users can override notarization  which will result in a prompt of executing an  unauthorized app  and the security policy will be modified_  adversaries can subvert one or multiple security controls within gatekeeper checks through logic errors  e_g   exploitation for defense  unchecked file types  and external libraries  for example  prior to macos    ventura  code signing and notarization checks were only conducted on first launch  allowing adversaries to write malicious executables to previously opened applications in order to bypass gatekeeper security checks_ citation  theevilbit gatekeeper bypass       citation  application bundle manipulation brandon dalton   applications and files loaded onto the system from a usb flash drive  optical disk  external hard drive  from a drive shared over the local network  or using the curl command may not set the quarantine flag  additionally  it is possible to avoid setting the quarantine flag using  drive by
attack-pattern--31fe0ba2-62fd-4fd9-9293-4043d84f7fe9,['enterprise-attack'],['T1608.004'],Drive-by Target,adversaries may prepare an operational environment to infect systems that visit a website over the normal course of browsing  endpoint systems may be compromised through browsing to adversary controlled sites  as in  drive by  in such cases  the user's web browser is typically targeted for exploitation  often not requiring any extra user interaction once landing on the site   but adversaries may also set up websites for non exploitation behavior such as  application access  prior to  drive by  adversaries must stage resources needed to deliver that exploit to users who browse to an adversary controlled site  drive by content can be staged on adversary controlled infrastructure that has been acquired   acquire  or previously compromised   compromise   adversaries may upload or inject malicious web content  such as  into websites_ citation  fireeye cfr watering hole       citation  gallagher       this may be done in a number of ways  including inserting malicious script into web pages or other user controllable web content such as forum posts  adversaries may also craft malicious web advertisements and purchase ad space on a website through legitimate ad providers  in addition to staging content to exploit a user's web browser  adversaries may also stage scripting content to profile the user's browser  as in  gather victim host  to ensure it is vulnerable prior to attempting exploitation_ citation  att scanbox   websites compromised by an adversary and used to stage a drive by may be ones visited by a specific community  such as government  a particular industry  or region  where the goal is to compromise a specific user or set of users based on a shared interest  this kind of targeted campaign is referred to a strategic web compromise or watering hole attack_  adversaries may purchase domains similar to legitimate domains  ex  homoglyphs  typosquatting  different top level domain  etc_  during acquisition of infrastructure  to help facilitate  drive by
attack-pattern--322bad5a-1c49-4d23-ab79-76d641794afa,['enterprise-attack'],['T1007'],System Service Discovery,adversaries may try to gather information about registered local system services  adversaries may obtain information about services using tools as well as os utility commands such as sc query  tasklist  svc  systemctl   type service  and net start_  adversaries may use the information from  system service  during automated discovery to shape follow on behaviors  including whether or not the adversary fully infects the target and or attempts specific actions 
