id,name,description,detects
T1608.004,drive target,environ campaign upload region typosquat visit t1189 interact number industri site case adversari addit forum advertis attack behavior set space mitr goal t1592 way infrastructur help system user web compromis stag acquir ad script t1584 provid purchas org domain also insert acquisit use t1059 endpoint land websit share profil water t1550 host interest content communiti gallagh inform control scanbox resourc token javascript page browser level stage t1583 hole homoglyph victim applic ex techniqu exploit cours attempt post access base http drive govern target,scan t1203 internet t1189 infrastructur focus lifecycl target effort web techniqu client exploit content activ adversari compromis stag visibl organ attack behavior http drive place pattern detect org phase execut mitr
T1007,servic system discoveri,use t1007 start tri svc regist shape systemctl code target action system tool type queri techniqu well follow adversari attempt util command inform tasklist attack behavior discoveri http sc servic org mitr,build environ oper t1059 tri instrument part process movement regist view system tool window techniqu argument associ call activ adversari manag data command access inform chain featur attack behavior base api discoveri http isol t1047 powershel servic org network queryservicestatusex event mitr
T1040,network,resolut environ name hostnam span interfac traffic wireless packet credenti order pass machin run number vtap activ adversari mirror termin balanc configur attack relay strain transit tap defens cloud servic t1557 mitr transfer mode exfiltr exampl protocol authent instanc specterop system user vlan data rhino ip id place org secur use websit characterist monitor lab gcp nbt account inform network materi evas level wire tl load detail movement poison smb cleartext captur techniqu connect address version amount port access send base http proxi llmnr target,pass environ captur argument process traffic authent monitor network command aid materi inform action
T1017,softwar deploy applic,use endpoint softwar log remot applic code credenti action system permiss administr deploy account adversari access inform configur enterpris drive network effect server domain execut,
T1553.002,sign code,develop guarante oper level use wikipedia natur softwar maco sign polici authent code tool system result techniqu run window decentr activ linux adversari eclecticlightchecksonexecodesign attack http signatur binari t1036 bypass malwar org secur certif materi platform mitr,environ metadata certif softwar outlier sign
T1530,cloud storag data,channel offer solut use wire person journal sql hackernew credit repositori confluenc saa trend log elasticsearch way secureworld hack overarch extract help googl applic s3 credenti dec bucket extortion052021 salesforc slack system type user permiss card pii magecart hipaa gain case ident adversari guid manag breach data april misconfigur access storag inform micro control configur abus attack microsoft practic api provid amazon incid problem leak cloud servic cloudsusenixmulazzani082011 secur app rclone june object platform sourc record,privileg set permiss queri user provid activ attempt cloud servic escal sourc data object access storag indic
T1565.003,manipul runtim data,runtim goal make use campaign doj file impact softwar masquerad affect soni process busi applic order target conduct default manipul system type user associ techniqu expertis well display attempt adversari decis data t1546 access chang inform attack integr desir http lazarus t1036 end org effect object modif also mitr,build outcom name delet file ower monitor ex order manipul header tool associ window user permiss call content activ data access inform hide featur api signatur medium
T1552.002,registri credenti,registri program use exampl key hive code credenti find machin system window queri pentestlab user adversari password compromis hkcu command inform hklm configur search store regsz servic logon reg look,registri use correl softwar intrus process monitor applic credenti paramet system window queri argument activ compromis command access attack search behavior http s0075 store org reg mitr
T1135,share network discoveri,use collect net file wikipedia softwar maco share protocol remot movement s0039 folder technet point code precursor smb mean system user window interest queri remotesystem adversari sourc command access inform attack http drive list servic network directori org resourc look view mitr,collect share remot process monitor movement folder precursor mean system interest argument call sourc command inform api drive look
T1120,devic discoveri,environ printer use maco comput varieti camera action system support keyboard card devic linux attempt adversari reader function awar storag inform discoveri compon network resourc,system api comput argument compon call devic monitor attempt process command inform
T1590.004,network topolog,environ scan topolog arrang reconnaiss use resourc collect websit t1598 dumpster t1583 way infrastructur victim varieti detail face mitr databas dns ex t1595 action form t1133 techniqu devic adversari compromis regard t1594 data acquir access inform gateway router attack set search opportun t1584 http servic t1596 network org domain t1593 target,
T1587.002,certif sign code,program develop guarante oper use level wikipedia piec t1553 softwar sign issu confirm process authent mitr code tool user techniqu author adversari self trust attack script http secur org certif target,name develop use t1553 sign repositori algorithm mitr root focus code period effort associ techniqu activ follow adversari craft visibl organ sampl featur self behavior attack http thumbprint place pattern detect malwar valid org certif target
T1222.001,permiss window directori file modif,build step t1037 t1059 analysi file grant icacls1 cacl check attrib owner persist taint icacls2 boot folder acl order find action system permiss user window techniqu hybrid account dacl attempt adversari group match attribut t1546 command takeown access initi control entri configur attack featur flow icacl microsoft cmdlet script http implement powershel list binari logon org directori execut june t1574 object modif platform mitr,build audit use correl file grant exampl construct line cacl log attrib process monitor rate folder system knowledg window permiss argument dacl activ adversari alert util command takeown chang indic configur id icacl cmdlet powershel ownership secur directori modif event
T1137.006,,vsto program excel vba use in mail word start persist studio code xll applic com system type tool model editor autom adversari compromis product fireey function cd add abus librari set microsoft outlook compon vbe mrwlab object offic,registri audit in file persist process monitor jun globaldotnam system argument compromis command add chang entri abus microsoft mrwlab offic
T1505.002,transport agent,outgo spam develop transport transportag carri recipi stage exfiltr journal filter task email exampl lightneuron eset trigger persist process regist jun attach applic pipelin action pass exchang assembl criterion system address match write adversari mechan access copi configur messag abus entri agent microsoft transit signatur respons list end server event,locat transport artifact file softwar log monitor applic system associ access path instal abus messag behavior microsoft agent compon parti
T1082,inform system discoveri,pack patch disk conceal googl machin model call adversari cli configur attack behavior api discoveri space cloud servic mitr payload cert return leverag develop iaa reconnaiss systeminfo softwar hardwar exampl infrastructur shape instanc system user follow data df fairytal provid s0096 org platform also t1082 privileg 106a use t1059 hotfix breakdown code gcp action form osx ah devic ta18 command inform network resourc show level maco systemsetup status detail tool techniqu version attempt mount access http drive aw architectur target,build environ oper use t1059 hotfix pack hardwar instrument dashboard log process patch monitor detail system tool window techniqu argument user call devic version attempt manag data command access inform featur attack aaa base api http t1047 powershel cloud servic org network architectur mitr
T1071,protocol layer applic,avoid enclav use mail ssh filter file rdp protocol traffic blend dns applic smb system web connect client adversari command layer proxi node detect network server pivot,leverag use inspect tl correl anomali file ssl protocol line encrypt process traffic monitor structur packet associ syntax argument connect follow command flow pattern execut
T1074.002,stag data,cmd environ bash locat use stage exfiltr file mandiant softwar trend t1560 instanc archiv machin system techniqu number connect adversari stag data command function shell c2 copi attack http cloud t1578 detect org directori server s0106 mitr,build locat 7zip file instrument encrypt process monitor temp folder zlib action tool system window argument suspect compress write rar manag stag data command access copi indic featur api powershel read directori zip bin
T1053,job task schedul,privileg environ program printer use context serpent file task share remot persist member process authent time technet code ex major rpc system admin meet window run permiss techniqu account recur adversari group mechan util function date startup t1218 abus attack trust script basi http proxi secur org execut proofpoint schedul also mitr,contain file argument process schedul recur monitor command execut function code job chang task abus
T1218.007,msiexec,payload privileg packag msiexec launch solut use file polici sign line applic code alwaysinstallelev system window dlls account adversari feb util command trendmicro instal control abus microsoft proxi exe msi binari bypass network execut,dll msiexec use file load process monitor pe purpos histori host invoc dlls connect well argument command creation send origin msi network execut look event
T1162,login item,login context use loginitem languag file method maco mac item share log persist exist time regist mitr applic code plist remov com system run user dialog window osx call applescript techniqu mechan adversari well manag smloginitemseten control hide librari attack set script t1155 prefer api http list store servic malwar directori org option framework appl,
T1590.003,depend network trust,scan forest reconnaiss use resourc websit t1598 t1583 way infrastructur victim varieti detail mitr databas ex t1595 target form techniqu relationship t1199 adversari compromis data acquir access inform organ trust attack ad set opportun search t1584 http depend provid elicit parti servic t1596 network org domain t1593 contractor,
T1498.002,reflect amplif,reflect volum cloudflar flood use variabl amplif avail arbor ntpamplifciationdo protocol magnitud dnsamplficationdo victim traffic time amplifi focus dns packet order respond extent conduct ntp document size system type host request address question techniqu greater denial attempt adversari other memcach feb sourc function memcrash intermediari reflector advantag ip attack spoof send jan increas botnet respons annualdosreport parti servic network server target,volum artifact impact log highlight process traffic monitor time metric health ex error applic host data sensor messag caus provid respons communic servic detect network flow except avail
T1556.002,filter dll password,link enforc sam lsa filter method polici dynam ownag comput process sept authent time regist credenti request user window dlls author account mechan password adversari manag harvest acquir chang control librari text secur valid effect domain,registri packag dll link refer hook autorun lsa correl filter file hkeylocalmachin dynam load notif comput process currentcontrolset monitor authent sept regist lsass ex credenti clymb3r system user dlls write password function acquir chang control entri librari exe domain
T1505.005,servic dll,registri payload avoid name valu t1021 dll session locat file termserv rdp exampl protocol desktop load interfac process currentcontrolset victim patch rdpwrap point ex code jam termsrv default system32 paramet system host window user connect client techniqu svchost systemroot termservic github adversari termin function access t1543 entri hklm abus attack featur microsoft increas http compon hub exe store servic servicedl org 003 server prompt os modif mitr,registri payload name valu dll subkey locat modul key load process currentcontrolset monitor interact ex code termsrv action default system32 paramet system associ svchost dlls techniqu argument systemroot match termservic adversari command chang hklm attack http exe store t1036 servic termsvc org reg servicedl mitr
T1059.002,applescript,t1106 sentinelon mach independ launch use team nsapplescript mail ssh t1059 languag file abil keystrok start maco mac part line way mitr design yosemit compil rule usr applic code target osascript appleev machin box python window run applescript techniqu connect call autom user workflow adversari dialog alarm calendar util command path shell add control messag abus text attack script behavior api http fake format org app malwar bin execut event appl,use nsapplescript collect ta0009 usag process lead monitor code tactic action osascript system type argument applescript back post compromis sourc command inform indic abus attack ta0007 behavior script api discoveri http detect network effect org execut event mitr
T1176,browser extens,program catch browser use chrome internet wikipedia file icebrg maco masquerad websit rat exampl line stantinko persist updat victim profil definit background interact instanc extens code googl credenti crypto plugin system engin permiss number tool user mobileconfig adversari defeat xorrior function command banker access add url instal control configur abus inform miner c2 everyth scanner botnet aspect store download secur app server plant malwar limit,registri browser correl internet file item usag persist profil process monitor disk pe extens plist usernam tool type host argument connect write command instal configur abus librari send prefer align list network directori
T1499.002,exhaust servic flood,renegoti volum cloudflar use flood exhaust tl cycl arbor impact softwar exampl ssl protocol encrypt comput algorithm victim varieti seri applic crypto target conduct system type web number request run client connect suit denial adversari other mechan top cost april jan advantag attack featur http httpflood caus annualdosreport servic network server resourc object variat avail,level use inspect correl artifact endpoint impact avail anomali file instrument protocol log line highlight process monitor metric time traffic databas structur applic health ex error packet conduct system type web host associ syntax argument connect follow addit sensor data command messag attack caus respons communic pattern do parti servic detect network effect server execut flow except target
T1195.003,compromis chain suppli hardwar,insert receipt hardwar backdoor workstat infrastructur give purpos system devic adversari compromis product data chain suppli control consum compon firmwar degre network server,check behavior integr mechan boot potenti inspect purpos look baselin hardwar
T1106,api,gnu win32 start interfac cocoa core window call mechan adversari function cli attack behavior api defens servic abstract mitr fork mode leverag wrapper net softwar task hardwar exampl syscal glibc system user hierarchi linux abus librari script org also appl t1562 modul use t1059 languag interpret kernel monitor routin design nt code mean request devic portabl command control featur microsoft compon mdsec caller framework program libc foundat oper level maco eas ntcreateprocess load process victim createprocess boot applic ex tool techniqu attempt initi cyberbit http bypass memori,dll use context correl kernel32 file lineag advapi32 load process monitor ntdll pe ex circumst system window dlls well call user32 activ adversari amount util data function access indic abus creation id behavior api defens gdi32 event
T1070.007,connect network histori configur,registri t1021 valu locat login oper t1562 use firewal journal analysi artifact file t1090 softwar exampl rdp share log highlight monitor freedesktop code order document screen default var usernam remov appl histori system t1133 techniqu connect window hkeycurrentus client user appdata host adversari culprit rdpiec evid data access trace inform chang configur cach attack defend behavior librari microsoft set indic http proxi store servic network org server also mitr,registri valu firewal artifact file softwar rdp log key highlight process monitor traffic rule ex code default var histori host system argument connect hkeycurrentus client attempt adversari command chang configur indic microsoft network server modif
T1558.004,roast rep,preauthent privileg ta0003 preauth nov roast offer protect plaintext t1059 t1110 filter grant domain sign part ta0004 crack encrypt persist algorithm authent movement regist jun escal error credenti tactic respond tool request user techniqu tgt window account dc san adversari password t1558 stealthbit data access kerbero req timestamp control jan messag attack rep hash send kerberoast abus t1078 http ticket respons communic list powershel harmj0i org 003 server ldap resourc rc4 ta0008 mitr,audit oper log encrypt authent time ex request type account activ kerbero frame id ticket pattern servic rc4 event
T1058,registri servic weak permiss,registri privileg program nov t1086 context anytim softwar start failur key failurecommand persist currentcontrolset imagepath recoveri escal msdn point code paramet system tool window techniqu permiss user gain associ account adversari group access twitter inform chang control hklm configur attack networkservic set http s0075 powershel exe store sc list servic org reg secur binpath domain execut localservic mitr,
T1584.003,server,oper use stage contain vps infrastructur varieti lifecycl machin ubiqu reput entiti vpss adversari compromis command control trust provid parti cloud servic purchas benefit server target,scan koczwara use stage tl internet artifact softwar beacon ssl negoti vps infrastructur focus lifecycl ex hunt listen dec effort associ sep vpss activ adversari compromis jul command visibl c2 control organ featur behavior threatconnect place respons pattern provis servic detect server certif target
T1600.001,space,blog convert plaintext level use byte t1059 coupl strength softwar cisco key cipher encrypt imag size ciphertext effort paramet system result techniqu devic adversari amount compromis data evolut command cli inform chang decrypt knock configur attack http communic legaci network org t1601 mitr,method key encrypt focus imag document effort system support investig devic adversari cli aid defend behavior vendor space detect network
T1070.003,histori command,environ cert build session leverag bash 106a audit keep modul t1059 variabl use consolehosthistori run interpret file histfil log intrus retrac way point bashhistori txt code action default track system histori user type techniqu window host call account flush devic adversari ta18 compromis write appdata edit content addit command home access cli inform data hide attack psreadlin microsoft http provid rm powershel benefit network directori org end forens mitr,bash delet consolehosthistori zsh file log monitor txt bashhistori code credenti action histori gain permiss window argument user content devic attempt attribut cli command access zshhistori chang entri aaa servic network resourc modif
T1202,execut command,cmd subsystem payload restrict program evas nov use t1059 interpret file softwar s0193 polici exampl line compat usag extens aug tactic pcalua mitig window techniqu run well assist linux adversari group util command control abus attack wsl featur script http compon forfil exe defens bypass detect secur org ta0005 execut limit s0106 vectorsec mitr,cmd hh restrict bash use interpret line construct process pcalua argument wscript command winr exe bypass secur cscript limit
T1024,protocol,custom plaintext use analysi know protocol key encrypt algorithm traffic scheme error xor ciphertext engin well version attempt adversari cosmicduk fix command sophist control hide sampl librari implement malwar also,
T1536,revert instanc cloud,snapshot environ dashboard tech infrastructur aw instanc presenc machin remov vm type techniqu activ attempt adversari manag evid data storag chang base api revert provid stop cloud detect republ variat,
T1091,medium replic,insert gap air renam pc use autorun file exampl iphon take smartphon movement disk hack instanc charg machin manipul system user format usb window devic case trick adversari mount android infect access copi advantag featur move drive firmwar cabl store medium io network malwar modif,use file process monitor point action tool system user connect mount command access inform control move discoveri drive medium network execut manner letter
T1005,system data,cmd use exfiltr t1059 collect interpret file softwar databas system techniqu interest devic adversari sourc command data cli function inform configur attack search script t1119 http org network s0106 mitr,build pdf cycl exfiltr t1059 collect file instrument log process patch monitor docx databas action system captur run window interest administr tool call techniqu argument attempt devic jpg manag sourc data function command access attack search featur script aaa intent api user http t1047 powershel org network mitr
T1140,file deobfusc inform decod,payload build use analysi artifact method file input softwar novemb exampl part intrus obfusc carbon sept s0160 decod code volex target action system tool window techniqu user malwarebyt mechan adversari password util function command powerduk access t1204 inform hide copi decrypt attack deobfusc t1027 certutil fragment http org malwar execut certif mitr,cycl artifact file intrus process patch monitor extens applic ex archiv action tool system user run administr captur attempt rar function chang hide behavior script intent zip modif
T1137.005,outlook rule,word silentbreak start email exampl mailbox load trigger persist folder rule code system user adversari compromis craft add messag abus behavior sender microsoft outlook might execut,environ custom page step use examin s0358 notrul mail output artifact softwar properti usag log persist process monitor sensepost rule applic exchang system tool form argument administr well editor adversari mfcmapi compromis releas mapi home command pfammatt hide messag attack ruler abus script microsoft api outlook http caus powershel parti org server inbox mitr
T1562,defens,environ audit use firewal analysi virus aggreg victim order procedur system user administr activ mechan adversari defend behavior compon defens detect capabl event,configservicev2 environ name cycl artifact start highlight patch traffic v2 googl health order type run window lack call edit mechan activ function set daemon api cloud servic event registri stoplog system argument regard data chang messag driver abus script intent edr eid secur cloudwatch except modif cloudtrail sysmon log monitor metric code gcp action host administr command sensor inform az compon network program audit firewal delet file key status victim process rule ex error applic updatesink captur tool associ loss deletetrail well attempt product sourc startup access send stop aw
T1586.003,cloud account,privileg custom leverag acquisit t1608 nobelium t1528 oper onedr use reconnaiss exfiltr t1110 upload method t1583 t1598 infrastructur varieti applic credenti target conduct bucket dropbox tool techniqu relationship account site attempt adversari password compromis decis case spray t1567 t1199 access storag c2 inform sophist trust attack microsoft intent http oct provid parti cloud servic purchas org 003 server secur serverless capabl token mitr,
T1586.002,account email,leverag acquisit reconnaiss oper use level dump method email t1598 t1583 exist victim infrastructur varieti persona ex credenti target conduct knowledg phish techniqu interest relationship account site adversari potenti compromis password t1566 breach decis inform trust attack http anonhbgari parti forc purchas org domain thread mitr,
T1608.001,upload malwar,transfer payload encount pastebin oper ocean cnet upload internet file novemb softwar masquerad backdoor repositori contain t1583 infrastructur victim varieti ingr mitr imag volex applic ex chanc machin tool support web techniqu github user content communiti adversari post compromis acquir t1204 control attack t1105 docker t1584 increas http ami place hub lotus parti store servic purchas malwar network org server t1036 execut rent dropper target,transfer scan internet infrastructur ingr mitr focus lifecycl effort tool user techniqu activ adversari post compromis stag visibl t1204 organ attack t1105 behavior http place pattern detect malwar org phase execut target
T1195,compromis chain suppli,channel environ npm project develop receipt use stage impact softwar hardwar repositori deliveri interdict replac elderwood schneider updat victim sept ccleaner3 purpos code imag tactic applic mean shipment manipul system tool usb distributor gain sk user case mechan adversari version compromis product data sourc addit command trendmicro chain suppli consum set sale microsoft desir depend place compon symantec distribut medium malwar dofoil execut look factori target,scan verif test use inspect softwar hardwar check take updat boot purpos deploy activ mechan attempt potenti behavior integr signatur download look baselin hash
T1190,face applic,blog cert program evas socket 106a use ssh internet flaw sql snmp softwar websit cisco polici protocol contain comput infrastructur owasp lead face highlight design databas instanc applic order bug smb container system host web techniqu administr t1211 exploit escap devic ta18 attempt adversari ident manag compromis top data command access path smart advantag attack t1611 behavior vulner base api http weak defens cloud servic legaci network org server cwe ci glitch mitr,payload firewal inspect know sql artifact input softwar process traffic applic packet tool crash web exploit string attempt inject common caus look
T1558,forg ticket kerbero,environ locat kcc pas center disk kdc extract decod credenti default exchang rpc window format client call sssd adversari util kinit cach configur attack daemon influenc api ticket distribut servic 003 kcm mitr build ldb variabl unix protocol brine ring klist authent krb5ccname lib spectorop system user linux ccach storag etc abus enterpris org secur domain appl mach ss use grant blob realm code mimikatz t1550 handl request kerbero copi redhat microsoft binari caller framework session secret kekeo level file maco key forg process root databas find var tool tgt techniqu particip mkey attempt conf sourc access entri http krb5 read list store mit directori ktutil,subsystem lifetim lsa pas credenti section default type window activ stealthbit attack ticket dumper pattern exe servic 003 event mitr tgs cert ldb tgts softwar authent lib argument password eu id move logon org domain s0002 adsecur ss protect grant log crack encrypt monitor time lsass mimikatz code durat t1550 request account command kerbero frame kerberoast logoff rc4 valu secret ptt audit oper key forg process detail field ex dec var tgt techniqu mkey attempt feb access indic http store memori
T1555,credenti store password,search system user hold locat place access store password adversari movement applic credenti storag inform,search user api argument locat process call monitor password credenti command file access storag
T1567,exfiltr web servic,channel cover use firewal exfiltr tl level protect act ssl encrypt exist traffic rule likelihood host web mechan adversari amount compromis data command add control provid permit servic network,channel browser use exfiltr inspect correl anomali file protocol line exist process traffic monitor structur packet associ syntax argument connect web follow data command access control flow communic pattern cloud servic network execut
T1219,access softwar,blog channel environ teamspi session countri use campaign team land softwar threat desktop way persist crysi routin mitr vnc applic ex report ammyyadmin state crowdstrik admin system support tool window connect techniqu institut interest adversari post compromis group redund command viewer access t1543 instal control go2assist attack http compon communic servic network malwar ammyy org logmein 003 anydesk teamview target,avoid front solut use inspect correl anomali file t1090 conjunct protocol line process monitor traffic structur applic packet admin tool system user techniqu administr host associ syntax argument activ follow adversari connect compromis data command instal attack behavior base send http communic pattern defens org network execut domain flow mitr
T1583.001,domain,payload name idn use level inform mandiant tthttrackfakedomain ms deliveri track homoglyph owner t1189 infrastructur victim varieti domainstealcc whoi regist databas data purpos lazgroupidnphish apt1 target machin st05 reput effort histori compani phish techniqu address sep display case httrackunhcr adversari compromis t1566 fireey apt28 charact acquir command aid cisa paypalscam ttobliquerat control redirectorsdomainfront ip attack trust set defend base categorisationnotboundari contact registr http drive repurpos servic purchas org malwar registrar domain tld mitr,registri passiv name use stage tld piec log updat categori infrastructur monitor whoi design databas focus lifecycl dns structur advanc dec track effort reput system captur tool queri case adversari data command categor access aid inform control registr base analyt threatconnect servic purchas detect domain pivot target
T1560.002,librari archiv,3rd rarfil libzip link use exfiltr t1059 subshel encrypt zlib archiv python system window techniqu github linux mechan adversari util data function librari attack http parti org zip execut note mitr,cycl exfiltr prevent file intrus encrypt patch monitor focus extens action effort header system captur run associ administr type loss activ attempt write follow function data script transit intent detect network
T1055.003,execut thread,privileg dll context method virtualallocex exist process victim point code order resumethread target suspendthread state handl juli system window setthreadcontext address techniqu unmap call write adversari product access path inject attack writeprocessmemori base api http space defens memori org network openthread detect resourc execut secur t1055 thread mitr,privileg use virtualallocex createremotethread process monitor code order resumethread suspendthread circumst juli type window setthreadcontext techniqu call amount data function chang inject writeprocessmemori behavior sequenc base api defens memori view
T1079,encrypt,protocol custom encrypt http communic scheme adversari tunnel smtps c2 layer,
T1036,masquerad,name locat lolba make sake artifact file masquerad misidentifi task monitor tool type user system form techniqu site attempt adversari trick metadata util abus featur attack http observ defens t1036 servic secur org object also mitr,name renam locat productnam make look filenam artifact file start masquerad misidentifi 202e construct overrid updat patch monitor disk lead time job tool type user suspect argument match activ attempt trick itsreallynick charact data command mismatch twitter chang inform internalnam indic featur daemon ae originalfilenam right space binari servic secur leav resourc ball schedul hash
T1546.011,shim applic,custom prevent persist uac sdb order intercept default getprocaddress buffer window run dlls adversari fireey instal hklm cach attack redirectex exe defens mitr mode develop keep softwar injectdl exampl trigger shim infrastructur apppatch64 structur appcompatflag system user currentvers data chang t1548 abus xp org except privileg use sdbinst installedsdb act compat kernel time design nt code apppatch juli handl administr disableseh content windir account must fix sysmain control inject featur microsoft execut framework import codebas program refer tabl backdoor affect process databas work applic disablenx techniqu address defend http list store bypass memori,registri privileg custom valu dll shimscann flag hat sdbinst shimcachemem file volatil check pull key lite load trigger persist shim process monitor databas guard applic tool window run dlls argument user32 content plug command chang instal indic abus cach reboot detector scanner memori app note look
T1552,credenti,registri bash locat plaintext misplac file artifact repositori key applic credenti find system histori techniqu adversari compromis t1552 attack search http store org 003 mitr,registri regex environ pwd login use know word file exampl line process monitor express time bashhistori help ex code find credenti system histori window techniqu argument user cat gain account activ attempt adversari password compromis amount util command access inform indic attack search behavior script t1078 http read pattern store org network resourc materi mitr
T1547.010,port monitor,registri privileg dll addmonitor use level bloxham key load persist process currentcontrolset monitor boot wsd escal spoolsv print code system32 tcp system run window permiss pathnam usb call techniqu follow adversari spooler port startup suppli hklm control entri ip reboot set api exe servic,registri privileg dll addmonitor use autorun correl file softwar persist process currentcontrolset monitor patch boot escal technet print spoolsv code system32 system run dlls call write mechan port util suppli control hklm attack api exe directori
T1070.008,mailbox data,program page use t1534 exfiltr t1059 mail collect exchangepowershel modul artifact man email exampl line protocol log mailbox solarwind cobalt mailboxexportrequest kitti applic t1114 code volex remov exchang tool system user request phish techniqu spearphish call applescript activ t1048 adversari mailx t1566 util evid data command control attack base api http export t1071 powershel cybereason org 003 server mitr,make delet mail artifact file maco email log comm process monitor applic code quarantin var usernam system host captur window user argument appdata linux data command chang spool librari unistor store
T1037.002,login hook,privileg insert valu login launch hook use wardl file logouthook dev maco line loginwindowscript persist time mitr root point plist code pair default com system user permiss administr techniqu chapter version adversari util command add path deprec loginhook t1543 librari attack behavior script daemon prefer agent http logon favor org logout loginwindow note appl,login hook file duti line process monitor plist code com user administr argument well account command chang creation librari prefer loginwindow appl
T1055,process inject,privileg channel name context modul method pipe way process segment code order system address mechan adversari product function access sophist ipc inject abus sampl base space implement communic defens memori network detect secur resourc execut platform,event privileg name auditd ptrace dll modul use chokepoint know file method inconsist natur virtualallocex createremotethread ower load process monitor pe code ex order resumethread dlls suspendthread circumst header juli system type user permiss window rang setthreadcontext call content techniqu linux ntqueueapcthread amount artofmemoryforens well data function stomp inform chang inject creation writeprocessmemori behavior base sequenc api rhel signatur defens medium memori queueuserapc rootkit look view
T1139,bash histori,program bash locat keep file line log way bashhistori code credenti track usernam paramet histori type user flush password util command da abus attack look,
T1205,signal traffic,close custom signal natur persist interfac patch traffic packet order listen pass string adversari function evolut craft attack respons servic amd object mitr leverag goal offer softwar task hardwar t1556 trigger comput seri authent t1205 imag wake system question ip librari router hartrel observ communic org malwar modif socket flag use modul mandiant characterist cd00r respond conduct mean form host devic lan command control hide featur broadcast legaci magic network t1601 capabl blog valu program firewal method cisco movement wol techniqu connect address ryuk attempt power port libpcap turn knock syn send sequenc base telnet http bleep architectur target,payload leverag socket wakeonlan byte ff ieee tl inspect filter polici hardwar repetit ssl protocol encrypt process traffic monitor structur packet applic code wake system host syntax run address connect associ content lan string attempt follow devic port anywher data mismatch accord layer enterpris send gitlab list pattern network magic flow target
T1503,credenti browser web,privileg talo mimikittenz browser login plaintext chrome sql method file websit firefox domain exampl key encrypt exist victim process databas extract vega googl code credenti stealer order default pass juli system procedur web format window user queri github appdata passwordvalu attempt adversari password account case data acquir destroy function april access decrypt cach search microsoft api usernamevalu proofpoint edg read pattern store overlap cryptunprotectdata logon memori administr gain object actionurl target,
T1218,execut proxi system,page project lolba use file man sign gtfo process code default system window techniqu content linux adversari command instal trust abus base microsoft signatur proxi split defens binari bypass execut valid certif,registri environ valu program dll msiexec use look internet correl file sign construct line key intrus load forg way process monitor pe invoc applic credenti paramet gain host window web connect dlls well type call activ content adversari argument administr command access chang trust creation histori send base behavior user api signatur modif proxi exe defens binari bypass servic download network msi execut materi event
T1153,sourc,build environ program use context filenam file load way updat code run techniqu argument adversari sourc command function path shell abus featur manual space note,
T1038,search order dll,privileg name program dll locat preload use manifest level method file share load persist way owasp exist victim escal work order system window web dlls techniqu user administr fall case adversari path control advantag configur attack search behavior redirect microsoft caus place junction binari directori plant look,
T1050,servic,registri privileg name program use file softwar start masquerad background boot technet applic system window techniqu administr call adversari util function path inform configur attack t1035 http store t1036 servic org execut mitr,
T1070.006,timestomp,timestomp name use analysi file masquerad exampl time folder tool techniqu investig adversari attribut timestamp chang hide attack http windowsir t1036 org malwar mitr,handl valu open file timestamp modif inform
T1620,load code,payload custom acbackdoor donut mask keep s1 snub ram artifact file mandiant rat load encrypt process disk ex code order tool techniqu back byol trick adversari intez shellcod posit path inject attack base http memori org 00sec detect malwar execut t1055 thread dropper mitr,t1106 runtim dll donut use artifact languag execveat etw rat sign exampl load clr process mscor monitor execv code dotnet assembl window mscore techniqu notepad mechan trick memfdcreat function trace abus attack createthread api http signatur exe memori org mdsec 00sec amsi execut dropper mitr
T1611,host escap,payload environ drop privileg channel bind socket link level use modul t1068 exampl contain trend kernel load way persist overview root break escal applic separ order container machin paramet juli gain host escap run system administr techniqu exploit window mount follow adversari manag util function command micro access control configur abus attack vulner docker cron opportun t1609 keyctl http sock filesystem org directori server resourc object mitr,privileg environ volum modul level usag contain kernel process monitor syscal root imag host escap pod run associ activ attempt cluster mount data chang instal configur kubernet event
T1547.009,modif shortcut,payload program link login refer browser use launch indirect shortcut file method masquerad exampl persist exist click process boot folder attach extens target mean system tool user techniqu lnk adversari t1566 infect t1176 startup path chain abus attack http t1036 org malwar mitr,program valu launch login analysi know correl shortcut file softwar bsidesslc process patch monitor boot remov system run user connect unknown lnk edit attempt adversari greater identifi path chang creation behavior base zone network execut modif event target
T1010,discoveri window applic,prevailion keylogg darkwatchman system window list attempt adversari use context applic inform,event environ oper part instrument process monitor applic code action system tool window techniqu argument call activ attempt adversari getforegroundwindow manag data command chain inform behavior base api discoveri isol powershel list network view
T1032,protocol,protocol key engin encrypt algorithm implement communic traffic adversari protect use malwar know command file control configur sampl,
T1087.003,account email,session use get dump gal mailsnip email tri share workspac authent googl code gwsmo exchang user address account attempt adversari hill access organ attack getglobaladdresslist microsoft outlook premis powershel list sync servic directori domain cmdlet globaladdresslist,use get t1059 offlineaddressbook email instrument process monitor enumer code addresslist window techniqu argument address associ account manag command inform attack http t1047 powershel org execut globaladdresslist mitr
T1062,hypervisor,environ use level wikipedia natur softwar hardwar exampl exist sit system type run techniqu t1014 xen function layer hide attack guest http interrupt org rootkit hypervisor myer mitr,
