id,name,description,detects
T1219,access software,team system vnc viewer country create logmein attack state desktop installation connection t1543 use control report reverse ammyyadmin persistence http alternate symantec service institution network window environment group interest anydesk ex routine technique go2assist software land access tool teamspy campaign support channel teamviewer way session crowdstrike mitre compromise threat command crysys target application communication connect malware ammyy blog post,system uncommon structure attack protocol conjunction avoid standard use relate packet administrator line argument activity host http t1090 associate solution correlation network base behavior file technique receive defense pattern construct inspection tool data flow remote user correlate monitor execution mitre compromise prevent command traffic process application communication respective syntax installation connection
T1583.001,domain,track sep use apt1 http variety display technique information reputation aid compromise adversary legitimate level categorisation_not_boundary company control delivery victim machine domain_steal_cc tld deliver purchase register ip mitre command tt_httrack_fake_domains typosquatting database maintain t1189 registration payload drive registrar cyrillic apt28 fireeye address case paypalscam domain history idn tt_obliquerat target effort malware owner homoglyphs httrack_unhcr cisa attack bypass_webproxy_filtering name expire whois repurpose service lazgroup_idn_phishing base homograph redirectors_domain_fronting purpose character data t1566 infrastructure lookalike contact defender mandiant ms trust,system update structure piece track create registration name capture advance relate use control analytics registry log category service base stage categorization tld access tool focus purchase information data detection query dec reputation lifecycle design case infrastructure domain pivot monitor dns aid adversary command target effort threatconnect database
T1560.002,library,system t1059 attack libzip use python link http rar functionality window spawn utility encrypt mechanism subshell bzip2 technique compile exfiltration github data library party compress linux rarfile execution mitre pypi macos zip zlib,system script attempt function capture use administrator activity transit associate loss network file encrypt cycle exfiltration header construct intrusion extension focus data detection patch compress run prevention monitor detect type effort intent action
T1055.003,execution hijack,system virtualallocex resource mask attack state well openthread setthreadcontext writeprocessmemory security http realign product dll window base address network write july victim space evade suspendthread technique defense access order injection memory detection method code t1055 privilege context resumethread execution mitre target process hollow call execute suspend api hijack point,view virtualallocex function well benign setthreadcontext circumstance writeprocessmemory use generate window base behavior amount july suspendthread evade technique createremotethread defense order injection data memory change code privilege resumethread monitor sequence process type call api hijack inject
T1079,encryption multilayer,http tunnel scheme communication encryption use perform c2 custom smtps layer,
T1036,masquerade,system attempt metadata attack name benign security task t1036 observation http location misidentify service utility file sake evade object rename technique defense tool masquerade manipulate monitor site mitre abuse feature type lolbas,update resource attempt metadata indicator name benign job security argument disk activity match location misidentify pe service daemon mismatch lead twitter file ball space hash rename suspect compile schedule construct productname tool binary information character data trick patch time change filename masquerade user itsreallynick manipulate monitor command feature type originalfilename internalname
T1546.011,application,use act persistence http exe example keep technique handle sdbinst reference install t1548 change code design list microsoft hklm process apppatch kernel structure control custom redirectexe installer nt table window program july software account determine order framework exception dlls communicate import developer execution mitre sysmain feature apppatch64 execute database work disablenx compatibility secure fireeye address apply bypass trigger backdoor memory injectdll time shim operate user require application content xp system create cache attack disableseh store default getprocaddress modify windir sdb defense backward injection installedsdb data currentversion perform privilege infrastructure codebase prevention defender,guard flag cache installation shimscanner argument custom value persistence registry indication window file check volatility trigger tool look sdbinst hat user32 memory pull reboot scanner detector change dlls shim privilege run monitor command abuse process application content database note load plug
T1552,credential,system technique t1552 http history registry location attack compromise search mitre repository credential key application store file artifact,system script resource attack search credential indicator multiple bash_history automate use argument line login activity registry http t1078 expression secure example network behavior environment utility file amount word ex compute technique account pattern material access information pwd time help code password user monitor history regex mitre compromise detect adversary command process execute gain cat
T1547.010,monitor port,system level addmonitor contain print tcp boot wsd standard use system32 control permission spoolsv persistence registry dll service exe window follow technique supply startup currentcontrolset port bloxham locate pathname persist code privilege spooler escalation monitor ip entry hklm process qualify call execute api load,system attacker addmonitor print use control spoolsv directory registry persistence autoruns dll utility file mechanism supply software construct currentcontrolset port patch code dlls privilege correlate escalation monitor technet hklm process call load
T1070.008,mailbox data,system collection t1059 solarwinds attack interact protocol t1071 t1534 use line control generate activity http alternative log evidence t1048 exchangepowershell modify example mail base mailx program utility cybereason powershell exchange technique email exfiltration request volexity export tool spearphishing server module apis data cobalt page code t1566 linux operate artifact manipulate mitre adversary command application macos call man applescript t1114 mailbox,system alter capture store argument generate host window mail spool file username comms email quarantine data library change code linux user artifact deletion monitor delete command process application var macos
T1037.002,login hook,system pair script create attack hook loginwindow add t1543 use line login administrator permission value default chapter persistence preference http logout path logon modify loginhook behavior daemon utility com file technique root plist logouthook locate apple loginwindowscripts time code launch privilege user s1 deprecate dev mitre adversary command require macos execute agent note point version,hook loginwindow line login argument preference spawn com file account plist apple install change code user creation monitor command process duty administration
T1055,injection process,system resource mask sample well name security specific ipc product functionality network base address mechanism space evade implementation defense access order module injection channel memory detection method segment code perform privilege way context inter execution process communication execute inject pipe,system view virtualallocex inconsistency function well name benign setthreadcontext circumstance writeprocessmemory use chokepoint permission generate copy stomp ptrace pe rootkits window base behavior queueuserapc artofmemoryforensics file range amount july evade suspendthread preload technique createremotethread header defense rhel order module information injection auditd data binary memory look medium change method code ower dlls privilege resumethread signature monitor gnu acct sequence process type content call event api nature
T1139,bash history,attacker track bash credential bash_history line reside log location parameter utility program file external usernames look code way user history command type da,
T1205,signal traffic,involve mean wake use persistence http ryuk objective lan technique string module port signal hartrell series sequence adversary cisco nature attempt standard control custom value image device bleep program t1556 software order amd goal sniff ip mitre command modification feature execute movement flag craft hide t1205 cd00r computer task wol knock send network address t1601 power legacy leverage architecture authentication trigger interface embed patch method question capability traffic target evolution malware connection system respond attack response hardware offer packet router host telnet enable functionality service conduct base magic firewall accomplish broadcast pass socket mandiant communication blog,system structure attempt filter payload protocol hardware need wake standard packet layer host byte repetition enterprise associate policy device network address mismatch wakeonlan lan encrypt leverage bpf accordance ff receive pattern construct inspection port data flow code list socket monitor crowdstrike traffic target application content process syntax analyze connection gitlab
T1503,browser web,system recycle key attempt function cache search credential hawkeye select chrome browser store read login format administrator default logins destroyer logon mimikittenz example google window fireeye expand file july encrypt sql usernames account pattern access firefox github order procedure data cryptunprotectdata memory query code case password privilege user pass edge talos adversary action_url web target website process safari execute database api gain malware proofpoint decryption stealer,
T1218,system execution proxy,system validation use default proxy window base bypass download file technique split defense gtfo binary page code operate sign signature execution command abuse process certificate man lolbas project installation trust,benign connection typical use internet line argument value administrator activity host registry msi parameter service pe network window base environment bypass download program file behavior receive defense material construct access determine intrusion binary look invocation forge change msiexec dlls way sign correlate signature monitor creation execution history modification command process application event load gain trust
T1153,source,manual function use argument path functionality shell environment program mark file source space technique beforehand code filename way context deprecate adversary command abuse feature execute load,
T1038,search order dll hijack,system level work attack search owasp name take use control administrator cause directory persistence share location path maintain dll modify window program preloading file victim technique order look fall remote method plant perform dlls privilege way case user escalation microsoft configure hijack adversary mandiant redirection web place junction load gain advantage,
T1050,service,system create escalate function interact attack name boot store use relate t1036 administrator registry http path service window program utility technique background software startup information disguise perform privilege operate masquerade configure execution technet configuration mitre adversary application call execute t1035,
T1070.006,timestomp,create attack name hide use t1036 http investigator modify example file technique folder access tool time change windowsir masquerade analysis timestamps mitre malware,compare collect timestamps monitor handle timestamp modification information file value
T1620,code load,position donut involve create mask attack payload reflective malware disk custom allocate obfuscate http path byol rat base dropper file encrypt evade ex technique compile conceal shellcode fileless order binary tool injection acbackdoor trick memory thread detection code t1055 s1 ram execution mitre mandiant process execute intezer load vice,runtime donut execveat mscor function attack memfd_create relate use http dll example exe window rat dropper mscoree mechanism assembly technique t1106 clr mdsec trick memory code sign artifact execve s1 signature monitor trace execution mitre etw abuse createthread process dotnet api load language
T1611,escape host,level escape drop kernel system resource t1609 t1068 attack separation payload opportunity unmask use exploitation control link host principle directory http persistence parameter sock functionality steal example window vulnerability environment utility objective machine filesystem technique break mount root access order module server channel overview container privilege way secret management bind escalation configure socket crowdstrike mitre compromise adversary command abuse trend application call execute intezer gain cron administration docker,level escape kernel attempt volume activity host associate image syscalls spawn environment cluster root mount module usage change container privilege monitor configuration process event pod installation kubernetes
T1547.009,shortcut modification,system create attack infection use t1036 login shortcut link persistence http path modify example program file technique folder tool extension reference click indirection method t1566 masquerade chain mitre adversary abuse target process t1176 execute malware,system bsidesslc create attempt edit relate login shortcut value removal zone path network base behavior program executables file software lnk patch change launch analysis correlate monitor creation modification originate target process event connection
T1010,application discovery window,system collect attempt information darkwatchman application window keylogger use prevailion list context,system view attempt learn argument activity operation getforegroundwindow window network behavior environment base gather powershell technique isolation instrumentation tool information data discovery code list management monitor chain adversary command process application event part execute call action
T1032,cryptographic protocol,key engineer implementation configuration command secure protocol protection traffic file communication encode algorithm control encryption generate reverse,
T1087.003,email account,outlook attempt attack cmdlet use directory sync share globaladdresslist getglobaladdresslist organization service google address premise workspace authenticate try powershell exchange email account access dump hill code list user session domain online gwsmo mailsniper,t1059 attack use argument offlineaddressbook http globaladdresslist address enumeration gather powershell technique t1047 email account instrumentation information code management monitor execution mitre command process addresslist
T1062,hypervisor,system level attack hardware myers hide use sit interruption http functionality example environment xen technique software wikipedia operate deprecate run mitre rootkit type existence t1014 nature hypervisor,
T1497.003,base evasion time,function benign variation use junk property http clock example amount mechanism technique schedule t1106 isaca s0097 day analysis condition adversary t1053 event call deloitte joe evasion independence sec value operation stage machine limit software meet order revil employ manipulate execution mitre nymaim detect command nitol sleep avoid job hammer task trickbot timer sandbox trigger wait simulate channel time method operate identify awareness vme api malware system attack delay automate repetition functionality base environment t1104 ex data trick calculate virtualization accelerate scrutiny netskope,system view evasion movement learn relate argument activity operation sandbox variety base behavior environment spawn gather identification implementation isolation information period data discovery detection time method perform analysis monitor virtualization chain step aid require command process call event part form api action
T1182,appcert dlls,system function attack createprocessasuser hkey_local_machine computer control value cause link createprocess http manager persistence dll program july technique currentcontrolset winexec createprocesswithtokenw createprocesswithloginw injection library interface appcertdlls code dlls t1055 privilege context session escalation mitre abuse process application call api load,
T1218.003,cmstp,jan attack msitpros cmstp squiblydoo sct scriptlets use line control installer http manager parameter applocker exe service bypass program twitter com inf file july leverage technique supply account defense access profile server github information regsvr32 usage interface t1548 endurant auto code dlls list elevate sign user microsoft execution load mitre abuse command t1218 application execute installation connection,contain payload cmstp cmstplua use argument activity host rule include exe image network gather com external file july victim parentimage bd83 receive determine construct information a845 procedure invocation interface remote detection endurant auto cmluautil elevate strategy monitor history execution load creation command abuse target process a120244fbec7 event analyze connection
T1563.001,ssh hijack,system pair attack t1021 take t1563 standard use differ slideshare host http t1078 ssh secure shell breach environment mortem technique authentication clockwork account access order relationship move post linux password user session socket mitre tunnel compromise macos certificate agent connect hijack connection sshjack advantage encryption trust blackhat,system structure uncommon protocol standard use line packet argument associate log ssh correlation network environment file account pattern inspection access period data flow move time user session socket monitor execution command traffic process respective communication agent syntax hijack connection
T1562.002,window event log,system auditpol attempt allusers name analyst failure security use advance login msc line audit activity generate eventlog_core_technologies default prompt log evidence policy category parameter logon service example window power secpol disable_win_event_logging leverage powershell t1562 limit behind account success eventlog tool data detection change code turn operate user run creation advanced_sec_audit_policy_settings record configuration adversary command disable compromise target process application event specify stop audit_policy_microsoft,system script viewer attempt attack function evt_log_tampering hkey_local_machine capture use argument def_ev_win_event_logging administrator control audit http registry log message service example window minint mimikatz s0002 file leverage cycle limit software eventlog tool data wevtutil detection patch party artifact run monitor addition mitre command phant0m process event intent stop application s0645 action
T1029,transfer schedule,attack availability protocol use activity http t1048 network technique exfiltration schedule t1041 information data channel time perform day mitre traffic interval c2,host monitor receive construct metadata identify hardware protocol traffic device network address connection dhcp source management mac
T1021.002,window share admin smb,system level attack interact function samba protocol hide conjunction job use task pas administrator t1569 rpc copy http t1078 share rpcs t1550 message service example network window transfer file ability machine implementation hash technique t1047 account block wikipedia smb access schedule server instrumentation port procedure remote patch move perform linux management user session domain microsoft execution mitre technet adversary configuration t1053 call printer action,system abnormal wmi movement attack interact failure use relate login argument line activity host http share t1078 log associate persistence message logon payne network transfer interaction behavior window file ex technique block eid account smb success construct server tool software data flow interface discovery remote medium move perform user correlate collect monitor execution mitre detect command process type communication event connect connection s0039 action
T1525,image,azure attack t1608 runtimes instance permission persistence http registry aws service image shell environment machine amazon victim instruct platform amis technique lab provision access tool focus upload backdoor t1505 gcp code container plant list infrastructure cloud mitre compromise web malware gain facilitate rhino,monitor registry addition log configuration modification add image modify interaction environment daemon change machine container audit docker
T1572,tunnel protocol,system doh attack filter protocol t1568 conjunction internet destination packet layer c2 rdp http t1090 resolution ssh impersonation example proxy network behavior bleepingcomp victim exist technique conceal smb access appliance jul19 data detection rout godlua perform infrastructure t1572 mitre tunnel adversary traffic encapsulate communication t1001 forward vpn encryption,uncommon structure protocol standard use line packet argument host associate correlation network file receive pattern construct inspection data flow monitor execution command traffic process respective communication syntax connection
T1218.002,control panel,view jan cplapplet item function attack payload dllentrypoint computer use line control link http alto exe dll hkcu window stage bypass utility program cpls file palo menu technique invisimole software deliver export extension trendmicro specification library campaign interface reaver click currentversion code register t1566 list ease dlls june panel microsoft execution load mitre adversary abuse process application call part execute cpl api malware implement,function contain rundll32 use internet line property http dll exe guid display technique information forge code launch microsoft monitor event call shell32 inventory control cooky directory image window shell control_rundll file examine software access click register execution entry mitre command web execute cpl propertysheethandlers canonical_name key item engineer registration activity reverse registry hkey_classes_root identifier cpls bypass hkey_current_user folder winexec extension trendmicro controlpanel method panel controlrundllasuser t1218 application content namespace api malware gain implement system jan attack filter hkey_local_machine name store disk format clsid service pe ex explorer construct tool locate detection currentversion compliant
T1599.001,network address traversal translation,system function obscure attack multiple cross use internet router packet destination control protect activity custom translation challenge http overcome send modify device network address example bypass environment image t1601 source leverage mechanism technique header firewall border nat access data traverse patch rout change design perform case operate pass monitor ip transmission defender mitre configuration modification require bridge traffic process rfc1918 limitation connect gain restriction implement trust rewrite,uncommon structure protocol standard use line packet argument associate correlation network file pattern inspection data flow monitor execution command traffic process respective communication syntax connection
T1608.002,tool,rent water intend attack dragos offer need use internet control ingres t1584 skimmer host http operation location s0029 service network transfer download source machine victim ex purpose technique software repo provision tool server github support heroku t1105 party infrastructure dell t1583 site mitre adversary compromise hole web target application place intezer psexec malware malwarebytes,attack ingres activity http organization transfer behavior technique tool focus detection t1105 lifecycle infrastructure stag compromise mitre target effort place visibility phase
T1547.005,support provider security,system package key function authority boot provider store security control registry modify window addsecuritypackage card start access currentcontrolset pin support ssps time code dlls password lsa user domain configuration hklm abuse process call execute api load ssp osconfig,system key auditlevel boot provider security argument generate registry nt dll image window r2 file option software server support ssps change currentversion code dlls lsa microsoft monitor configure execution hklm command lsass process event execute load ssp
T1004,winlogon dll helper,system package alt key userinit take use winlogon cause subkeys registry persistence log manage logon nt functionality hkcu exe window initialization shell program executables helper explorer trigger software support wow6432node component notification currentversion code reg sa dlls microsoft delete attention sequence entry hklm modification cylance abuse feature event execute load point advantage action,
T1009,pad,blacklist representation function section oceanlotus security use likelihood disk junk end decrease functionality service base behavior apply effectiveness file hash securelist handle tool pad binary upload data checksum detection design analyze analysis virus collect signature configure faq capability limitation increase malware virustotal size,
T1550,use authentication material,system cache attack nist reenter use control disk http allow ticket steal token ta0006 environment bypass mfa authenticate provide factor hash card risk technique authentication material kerberos access order pin memory move plaintext password user creation mitre process application identity generator,system resource credential multiple use control login activity share log message ticket service example window token behavior environment bypass network machine hash compute ex authentication account eid material kerberos access business order controller remote move party time password artifact user session domain monitor grant process application ownership gain hour
T1076,desktop protocol,system redsnarf attack someone t1021 protocol credential tscon desktop conjunction use korznikov system32 permission rdp http persistence log service steal disconnect window refer t1018 implementation technique rds account number access tool alperovitch interface discovery remote medium party code privilege operate user session console escalation hijack domain technet mitre adversary t1015 question command feature connect malware accessibility,
T1597.001,threat intel vendor,resource contain search attack redact indicator name opportunity offer t1588 use ttps report t1190 vendor face http customer regard service conduct breach gather objective identifier industry actor reconnaissance countermeasure t1133 ex technique claim concern access information pay intelligence data campaign fee t1587 align domain portal mitre threat capability d3secutrity target trend website form t1593 application detail attribution,
T1011,network exfiltration medium,attempt radio modem bluetooth internet control enterprise example network wire exfiltration frequency access data channel medium rout occur rf command proximity connection,uncommon structure attempt protocol read standard use line control packet argument associate correlation network file exfiltration pattern construct inspection access data flow channel medium monitor execution command traffic process respective communication syntax connection
T1602.002,network configuration dump device,contain attack credential protocol layout snmp use copy reveal operation parameter device network file legacy smart software account determine repository access export tool information data memory install query reset operate management storage cert infrastructure analysis configure configuration cisco smi target load blog,attempt protocol standard packet layer host associate network encrypt leverage receive pattern construct inspection access data flow monitor configuration traffic application content connection
T1589,identity gather victim information,system t1586 resource employee attack search response forbes mean credential name opportunity cnet use t1598 reveal http t1078 t1594 elicitation variety service gather address reconnaissance victim gitrob ex technique authentication email probe account access github information t1595 data medium trufflehog leak register t1566 way user domain online mitre compromise grimblog usernameenum t1593 target set identity website form detail deloitte uber,authentication monitor attribute request botnet metadata quantity information traffic originate network web field agent source referer activity
T1131,authentication package,system package authority protocol autostart security use control value persistence registry location logon window mechanism authentication start currentcontrolset binary reference support msdn code operate lsa adversary hklm target process place execute load,
T1181,window memory injection,system class input redyms create loader gapz function attack sample registration payload protection store section writeprocessmemory dep instance specific control use value portion mar byte http share location window base behavior program power bite july welivesecurity mechanism space technique createremotethread handle ewm trigger request access malwaretech injection procedure data memory interface combination code register t1055 privilege prevention microsoft chain appearance execution grant mitre pointer target process application place output part call api sophisticate malware point,
T1562.004,system firewall modify,system key movement edit line control registry rule modify network window bypass mechanism limit exfiltration order usage change operate way panel command communication c2,system status firewallpolicy protocol hkey_local_machine security argument value audit rdp ufw registry associate share log rule parameter service modify network window file group firewall currentcontrolset port smd change code yes domain monitor adversary modification command set sharedaccess communication event stop printer
T1560,collect data,use custom minimize send network utility amount exfiltration inspection information data library detection party help compress perform method compression collect defender make le encryption,system script attempt function capture use argument line administrator activity transit associate loss network file encrypt cycle exfiltration header construct intrusion extension focus data tar detection patch compress compression run prevention winrar monitor aid detect command process type effort intent execute zip winzip action
T1152,launchctl,input launchctl line control komplex persistence unload path functionality thing daemon program trojan support install change sofacy code launch labelname reload subcommands elevate privilege command require abuse process agent execute load,
T1553.003,sip provider trust hijack,function invoke sip use http parameter poc dll guid mismatch check implementation guids majority technique handle return github component code sign microsoft hklm eduardosblog validate process call catalog funcname validation cryptsipdllverifyindirectdata provider abstraction security control t1574 value link match installer complex policy digital window program file july software verify export order signature make execution mitre certificate execute encode cryptsipdllgetsigneddatamsg inquiry coordinate package catch search craft sept mention driver redirect mode registry sip_guid apply identifier bypass powershell spectorops architecture hash t1553 integrity winverifytrust interface operate application tamper api cryptography note compute requirement system drop create attack correspond disk format mislead conduct modify finalpolicy executables encodingtype parse ex authenticode tool library wow6432node perform calculate abuse type decision hijack point trust,indicator sip relate use http autoruns technique start information component code list subvert sign microsoft monitor hklm process event load entrust attempt validation provider security advance control value protect oddity policy window file july anomaly software access auto register execution mitre entry modification key registration craft sept hide capi registry log location spectorops integrity regedit t1218 note cryptography system sub attack cryptoapi disk id audit default fail ex regsvr32 data wow6432node error sacl v2 capi2 part hijack trust
T1483,domain generation algorithm,t1008 track feb attack generation gibberish name akamai algorithm use destination control value activity instruction dga unit http fireeye address base others cybereason check sednit word ex purpose technique block future umbrella construct letter string server period channel dgas poshspy time ccleanup list employ domain contact defender make ip seed mitigation talos adversary command cisco mitre traffic ru concatenate form istgmxdejdnxuyla net fallback malware,
T1185,session browser hijack,manual resource attack alter take browser client security use redirect administrator permission cooky http sedebugprivilege tab functionality example advantage proxy base vulnerability behavior t1213 factor strike icebrg technique authentication software wikipedia integrity extension information cobalt change code way user session pivot context sharepoint mitre adversary inherit webmail web traffic process right content part man certificate intranet execute hijack connection inject,mask attack browser use audit activity http log logins behavior technique authentication injection t1055 user monitor mitre traffic process application
T1021,service,vnc centralize escalate movement attack t1021 credential protocol desktop use kickstart login control rdp host prompt http t1078 log telnet enterprise ssh secure service example fireeye network shell transfer environment program accept interaction file machine leverage t1072 admin transparency blend technique ard tcc account organize software access tool data mdm apple remote workstation code perform management user session domain buffer execution mitre technet adversary command abuse set identity application macos gain consent connection action version,system vnc uncommon involve movement attack protocol tcp need use argument login review relate activity rdp http t1078 log telnet share ssh message dll pe service network transfer interaction environment example file technique authentication account block pattern construct smb access binary period port relationship data flow discovery remote apple screen time perform management analysis user correlate monitor mitre command process event execute connection action
T1071.003,mail protocol,system carry filter protocol client use packet control layer message smtp network mail environment delivery victim imap exist conceal header server field data remote detection communicate result command abuse traffic pop3 application,structure protocol standard use line packet tl argument associate correlation file encrypt pattern inspection flow ssl monitor execution command traffic process respective syntax analyze connection
T1556.007,identity,contain hand authorize edit use dll example token mechanism number relationship way pta compromise process identity define load magicweb resource attempt credential aadinternals generate directory share policy organization device file factor account access order identityserver synchronization register record pas administrator aws log ph federation bypass hash option authentication claim backdoor tenant patch case password user console configuration servicehost set place agent ad azure prem service modify base environment premise platform server gcp privilege teamers cloud mandiant connect tie trust,azure attribute add discrepancy correspond security use review id audit value lack log service solution example proxy vulnerability environment file authentication claim material access server backdoor identityserver dlls sign pta collect configure monitor creation cloud record configuration mandiant modification servicehost connector process identity certificate application agent event load ad magicweb
T1595.002,vulnerability scan,resource attempt attack search t1592 owasp opportunity t1596 t1588 use t1190 face host reveal http network gather vulnerability reconnaissance victim seek ex banner technique software number access server information port artifact t1587 run domain mitre configuration adversary capability website target t1593 application form database version,structure uncommon protocol standard use argument line packet associate correlation network file pattern inspection data flow monitor execution command traffic process respective communication syntax analyze connection
T1596,search database,collection digitalshadows resource attack search shodan registration circl opportunity use t1584 t1598 t1199 whois reveal http depend service network gather reconnaissance source dumpster victim t1133 seek ex technique repository access relationship information data lookup remote medium ssl cert infrastructure artifact domain t1583 dns mitre compromise website target traffic t1593 certificate form database sslshopper trust,
T1207,domain rogue controller,system create key metadata attack registration ntdsdsa replicate security use report administrator control directory associate http persistence product guide siem dcshadow behavior bypass mimikatz schema replication hash manipulation object technique partition adsecurity account controller access server simulate information sensor data injection rogue method change register perform privilege infrastructure management analysis list domain manipulate monitor krbtgt dc history mitre configuration adversary t1134 event ad blog action,feb state drsreplicaadd name spns ntdsdsa computer use dcsyncmonitor audit cooky directory host unit associate log service network dcshadow drs minute addsecurity replication leverage e3514235 schema object ex trigger partition kerberos github data interface rogue change synchronization getncchanges password baseline blog monitor ab04 drsaddentry dc creation configuration gc traffic process event place detail ad dirsync
T1553.006,code policy sign modification,t1112 loader dse sip use line relate http example utility development check mechanism implementation technique number csrutil github apple reboot screen code way sign microsoft adversary compromise kernel attempt state protection security control value link policy window program guarantee access dlls june artifact developer escalation signature g_cioptions execution mitre command modification feature macos execute t1068 computer driver exploitation enforcement mode watermark registry introduce secure fireeye test integrity memory unit42 operate user blackenergy debug set application tamper gain turla system attack corner alter permission authenticity default depend modify conduct bcdedit ex recovery library hikit privilege part,system rare driver line argument registry policy nt hkcu window bcdedit software code sign microsoft monitor execution command modification set process action
T1610,container deploy,runtime build create deployment mean payload aqua host rule pipeline image network base others environment bypass download evade exist defense start apis case container code deploy configure execution limitation process application execute api malware kubernetes docker,system computer control device network environment evade exist defense construct activation invocation asset data detection change help container management monitor execution cmdb configuration modification pod database deploy
T1107,deletion file,drop system create attack function use sysinternals removal activity host cleanup http example network window file software intrusion tool footprint del action party perform operate trace delete cmd s0106 deletion mitre trend process part malware micro post indicate,
T1145,key,system input key attempt attack search t1021 capture p12 use line relate force pfx directory passphrase careto http alto operation ssh include service window pem base authenticate file palo asc p7b technique authentication email cer extension tool t1110 remote brute code password decrypt user pgp signature discover mitre compromise adversary require ppk certificate crypto gpg persia prince t1056 encryption decryption,
T1112,registry modify,level reghide system key movement attack interact payload t1021 name hide read use line administrator permission cause rpc registry persistence http t1078 share service window utility spectorops admin technique conceal area account software clean access s0075 tool character information trendmicro smb remote error jul win32 reg ignore microsoft execution aid configuration mitre command modification adversary abuse poweliks target require part communication api maintain action,reghide system create key hide relate use argument line id value audit registry cleanup log persistence autoruns path service exe window file july cycle powershell spectorops technique folder conceal software startup inspect clean instrumentation construct tool information remote regedit patch change method jul reg regdelnull occur management correlate operate analysis microsoft monitor configure addition deletion entry configuration aid apr modification command feature execution process event call execute part api load point produce action
T1543.004,daemon launch,benign use relate persistence automation http keywords parameter path wirelurker runatload interaction technique osx disguise install change code launch management process load level resource t1036 cause mac launchdaemons share program file software access bin framework third elevate launchdaemon mitre inherit macos execute package interact payload task login manage initialization folder label startup plist demand launchd party method operate user identify configuration require jun agent malware system create attack name plists appledocs permission sentinelone service modify conduct daemon executables library detection persist privilege run configure part hijack,system create payload sip plists launchdaemons persistence enterprise keywords parameter policy service modify runatload daemon others program file folder launchd programarguments change code launch sign monitor process part point
T1580,discovery infrastructure,t1526 use http persistence bucket example potential amazon utilize technique sender block return information component change code list microsoft enumerate step adversary compromise wordlist gcloud resource attempt provider instance db value headbucket google machine account request determine access getpublicaccessblock help addition mitre command database describeinstances size aws issue network cli source describe authentication engine t1595 apis discovery method storage user discover configuration hioureas trend retrieve api detail compute owner requirement azure attack offer permission service environment authenticate describedbinstances tool focus iaa data gcp infrastructure cloud mandiant existence sdk project malwarebytes,collection view learn instance relate activity log operation base enumeration environment behavior technique exfiltration block isolation information data discovery storage cloud monitor chain adversary call event part
T1555.003,browser web,system recycle key attempt function cache attack search credential hawkeye select chrome browser store read t1555 internet login format administrator default http manager manage logins destroyer logon mimikittenz example google window fireeye expand file july encrypt sql usernames explorer technique account pattern access firefox locker github order procedure data cryptunprotectdata memory query code case password privilege user pass edge mitre talos adversary action_url web target website process safari execute database api gain malware proofpoint decryption stealer,transcription contain chrome browser read argument login office365 default log keywords destroyer expression google twitter file focus data memory combination code user gmail monitor execution talos command web target process application event call execute database
T1574.008,interception search path order hijack,system attack search payload name use differ t1574 line argument cause cover directory property http createprocess path nt dll example exe window shell vulnerability pathext program utility com file environment technique software request winexec order extension locate method code operate user hijack cmd microsoft addition mitre abuse net call place execute specify define load practice,system metadata search name use activity directory location upgrade path window environment program utility file rename technique patch outside monitor deletion make creation modification process type net variable installation findstr administration
